Virus,Gene names,Normalized_weight
A0A3Q8AKM0,RPL7A,0.015748522
A0A3Q8AKM0,RPL23A,0.03784625
A0A3Q8AKM0,RAN,0.024089636
A0A3Q8AKM0,RPL23,0.03373794
A0A3Q8AKM0,RPL11,0.009648304
A0A3Q8AKM0,RPL8,0.004170557
A0A3Q8AKM0,RAC1,0.00734516
A0A3Q8AKM0,AP2B1,0.030750078
A0A3Q8AKM0,YWHAZ,0.017927171
A0A3Q8AKM0,PPP2R2A,0.015250545
A0A3Q8AKM0,DYNLL1,0.120759415
A0A3Q8AKM0,SKP1,0.010333022
A0A3Q8AKM0,YBX1,0.03373794
A0A3Q8AKM0,PRKDC,0.028073452
A0A3Q8AKM0,ARF5,0.007656396
A0A3Q8AKM0,RHOG,0.034609399
A0A3Q8AKM0,RPL19,0.007843137
A0A3Q8AKM0,CDC42EP1,0.002116402
A0A3Q8AKM0,CLTC,0.024089636
A0A3Q8AKM0,PFKP,0.034609399
A0A3Q8AKM0,RPL6,0.015748522
A0A3Q8AKM0,GFPT1,0.024089636
A0A3Q8AKM0,VAC14,0.048552754
A0A3Q8AKM0,AHNAK,0.038281979
A0A3Q8AKM0,NUP160,0.0118892
A0A3Q8AKM0,ILF2,0.024587613
A0A3Q8AKM0,ILF3,0.022471211
A0A3Q8AKM0,ZBTB17,0.039962652
A0A3Q8AKM0,EIF2B5,0.045066916
A0A3Q8AKM0,AIMP2,0.073389356
A0A3Q8AKM0,PSMD2,0.03199502
A0A3Q8AKM0,GPS2,0.049673203
A0A3Q8AKM0,SQSTM1,0.007469655
A0A3Q8AKM0,DCTN2,0.030750078
A0A3Q8AKM0,CKAP5,0.00734516
A0A3Q8AKM0,SCRIB,0.037348273
A0A3Q8AKM0,DYNC1H1,0.012387177
A0A3Q8AKM0,EIF2B1,0.014005602
A0A3Q8AKM0,FKBP8,0.028633676
A0A3Q8AKM0,GANAB,0.024089636
A0A3Q8AKM0,KPNB1,0.017553688
A0A3Q8AKM0,PSMD6,0.017864924
A0A3Q8AKM0,KARS1,0.024089636
A0A3Q8AKM0,PCBP1,0.029256147
A0A3Q8AKM0,ELOB,0.00734516
A0A3Q8AKM0,ZYX,0.007531902
A0A3Q8AKM0,DDB1,0.034609399
A0A3Q8AKM0,INF2,0.011328976
A0A3Q8AKM0,HKDC1,0.038281979
A0A3Q8AKM0,TIMM50,0.017864924
A0A3Q8AKM0,GLYR1,0.090009337
A0A3Q8AKM0,PREPL,0.030750078
A0A3Q8AKM0,HSD17B12,0.001867414
A0A3Q8AKM0,NOM1,0.018549642
A0A3Q8AKM0,PPP6R3,0.022408964
A0A3Q8AKM0,NUP188,0.028633676
A0A3Q8AKM0,HLA-A,0.01145347
A0A3Q8AKM0,SNAPC4,0.06442577
A0A3Q8AKM0,RARS2,0.035294118
A0A3Q8AKM0,ECPAS,0.041269841
A0A3Q8AKM0,RINT1,0.008278867
A0A3Q8AKM0,ARMC6,0.018549642
A0A3Q8AKM0,EDC4,0.00734516
A0A3Q8AKM0,TTC27,0.035294118
A0A3Q8AKM0,BHLHB9,0.044070962
A0A3Q8AKM0,AGTRAP,0.038406474
A0A3Q8AKM0,QSOX2,0.034609399
A0A3Q8AKM0,BZW1,0.014005602
A0A3Q8AKM0,HEATR3,0.014005602
A0A3Q8AKM0,TRAPPC6B,0.00734516
A0A3Q8AKM0,NLRX1,0.00734516
A0A3Q8AKM0,TRAPPC5,0.034298164
A0A3Q8AKM0,PLD3,0.00734516
A0A3Q8AKM0,CCAR2,0.046809835
A0A3Q8AKM0,NUP93,0.007656396
A0A3Q8AKM0,LNX2,0.025459073
A0A3Q8AKM0,NIN,0.030750078
A0A3Q8AKM0,TTC13,0.00734516
A0A3Q8AKM0,SERBP1,0.004170557
A0A3Q8AKM0,KCTD6,0.001493931
A0A3Q8AKM0,LPCAT1,0.055026455
A0A3Q8AKM0,THOC2,0.00734516
A0A3Q8AKM0,COQ8A,0.018549642
A0A3Q8AKM0,CCHCR1,0.030750078
A0A3Q8AKM0,GEMIN5,0.00734516
A0A3Q8AKM0,IPO4,0.024089636
A0A3Q8AKM0,COG1,0.00734516
A0A3Q8AKM0,NUP133,0.0118892
A0A3Q8AKM0,THEM6,0.034609399
A0A3Q8AKM0,MAP11,0.018923125
A0A3Q8AKM0,FAR1,0.057267351
A0A3Q8AKM0,ATRIP,0.00734516
A0A3Q8AKM0,NUP205,0.062247121
A0A3Q8AKM0,TBRG4,0.00734516
A0A3Q8AKM0,CCDC47,0.001680672
A0A3Q8AKM0,OTULIN,0.045066916
A0A3Q8AKM0,FAF2,0.055897915
A0A3Q8AKM0,SAAL1,0.014005602
A0A3Q8AKM0,POM121,0.044070962
A0A3Q8AKM0,TMX3,0.034609399
A0A3Q8AKM0,COG8,0.030750078
A0A3Q8AKM0,TRAPPC9,0.065359477
A0A3Q8AKM0,STRBP,0.003548086
A0A3Q8AKM0,MMS19,0.007656396
A0A3Q8AKM0,YME1L1,0.018549642
A0A3Q8AKM0,CHP1,0.002489885
A0A3Q8AKM0,WDR77,0.007220666
A0A3Q8AKM0,SDF4,0.00734516
A0A3Q8AKM0,CHCHD5,0.010333022
A0A3Q8AKM0,ALG1,0.00734516
A0A3Q8AKM0,FANCD2,0.0118892
A0A3Q8AKM0,EDEM3,0.024089636
A0A3Q8AKM0,DPY30,0.012387177
A0A3Q8AKM0,POLR3F,0.052847806
A0A3Q8AKM0,CARD9,0.005913477
A0A3Q8AKM0,TMX1,0.014005602
A0A3Q8AKM0,CENPH,0.030750078
A0A3Q8AKM0,GOLPH3,0.00734516
A0A3Q8AKM0,ZWILCH,0.00734516
A0A3Q8AKM0,RAB18,0.024089636
A0A3Q8AKM0,EIF2B3,0.045066916
A0A3Q8AKM0,FAM114A2,0.00734516
A0A3Q8AKM0,MBIP,0.030750078
A0A3Q8AKM0,SMC4,0.0118892
A0A3Q8AKM0,MDN1,0.024089636
A0A3Q8AKM0,FANCI,0.029069406
A0A3Q8AKM0,ATAD3A,0.000809213
A0A3Q8AKM0,ARL8B,0.024089636
A0A3Q8AKM0,CHCHD3,0.014939309
A0A3Q8AKM0,QPCTL,0.029069406
A0A3Q8AKM0,KCTD5,0.00734516
A0A3Q8AKM0,TECR,0.046747588
A0A3Q8AKM0,HSPBP1,0.014005602
A0A3Q8AKM0,HACD3,0.056333645
A0A3Q8AKM0,RRBP1,0.024089636
A0A3Q8AKM0,LARS1,0.00734516
A0A3Q8AKM0,ATXN10,0.094553377
A0A3Q8AKM0,NCDN,0.00734516
A0A3Q8AKM0,COPG2,0.034609399
A0A3Q8AKM0,DHCR7,0.014005602
A0A3Q8AKM0,DNAJB11,0.012387177
A0A3Q8AKM0,SEL1L,0.035543106
A0A3Q8AKM0,ZMYM2,0.076128229
A0A3Q8AKM0,SLC25A10,0.001680672
A0A3Q8AKM0,ABCF2,0.034609399
A0A3Q8AKM0,DDX20,0.014005602
A0A3Q8AKM0,EIF2B4,0.054839714
A0A3Q8AKM0,ATP6V1H,0.035294118
A0A3Q8AKM0,CYTH4,0.005913477
A0A3Q8AKM0,ANAPC7,0.00734516
A0A3Q8AKM0,HECTD1,0.00734516
A0A3Q8AKM0,TMCO1,0.018549642
A0A3Q8AKM0,PSMD13,0.034609399
A0A3Q8AKM0,PPP6R1,0.00734516
A0A3Q8AKM0,EIF3L,0.011951447
A0A3Q8AKM0,ITM2B,0.007656396
A0A3Q8AKM0,TRAPPC4,0.00734516
A0A3Q8AKM0,COG6,0.048552754
A0A3Q8AKM0,NOP58,0.045813881
A0A3Q8AKM0,CIAO2B,0.00734516
A0A3Q8AKM0,STRAP,0.00734516
A0A3Q8AKM0,TELO2,0.029069406
A0A3Q8AKM0,AFG3L2,0.029069406
A0A3Q8AKM0,SRPRB,0.030750078
A0A3Q8AKM0,MAGED1,0.022408964
A0A3Q8AKM0,COPG1,0.049673203
A0A3Q8AKM0,GMEB1,0.062807345
A0A3Q8AKM0,BZW2,0.00734516
A0A3Q8AKM0,SQOR,0.038281979
A0A3Q8AKM0,LAMC3,0.030750078
A0A3Q8AKM0,PIAS3,0.076128229
A0A023PUW9,IPO5,0.043075008
A0A023PUW9,HNRNPR,0.025583567
A0A023PUW9,SYNCRIP,0.009150327
A0A023PUW9,PRKRA,0.01363212
A0A023PUW9,ANXA2,0.018300654
A0A023PUW9,TUBB,0.03243075
A0A023PUW9,HNRNPA1,0.034609399
A0A023PUW9,HSPA1A,0.002427638
A0A023PUW9,PCNA,0.023280423
A0A023PUW9,SLC25A6,0.017989418
A0A023PUW9,PDIA4,0.012387177
A0A023PUW9,RPS3,0.03243075
A0A023PUW9,HNRNPH1,0.03243075
A0A023PUW9,NUP214,0.001556178
A0A023PUW9,RBMX,0.019545596
A0A023PUW9,CCT5,0.016308746
A0A023PUW9,HADHB,0.006971678
A0A023PUW9,SEC61B,0.016308746
A0A023PUW9,HNRNPK,0.034422658
A0A023PUW9,RPS18,0.03243075
A0A023PUW9,RPS11,0.007718643
A0A023PUW9,RPL23A,0.000933707
A0A023PUW9,RPL23,0.01774043
A0A023PUW9,YWHAZ,0.007158419
A0A023PUW9,PPP2CA,0.001120448
A0A023PUW9,YBX1,0.034422658
A0A023PUW9,EEF1A1,0.017989418
A0A023PUW9,TUBB4B,0.005726735
A0A023PUW9,ILF3,0.00821662
A0A023PUW9,PSMD2,0.016308746
A0A023PUW9,PCBP1,0.00734516
A0A023PUW9,GLYR1,0.028820417
A0A023PUW9,CCAR2,0.023591659
A0A023PUW9,HNRNPAB,0.034422658
A0A023PUW9,ATXN10,0.026206038
A0A023PUW9,RTRAF,0.031123561
D3W8N4,ESYT2,0.033115468
D3W8N4,,0.003983816
D3W8N4,MRPS22,6.22E-05
D3W8N4,H3-3B,6.22E-05
D3W8N4,IPO5,0.067102397
D3W8N4,PIK3R2,0.124867725
D3W8N4,PPP6C,0.001244942
D3W8N4,BHLHE40,0.056271397
D3W8N4,TXNDC9,0.049673203
D3W8N4,DVL2,0.056271397
D3W8N4,IRS4,0.070525988
D3W8N4,CDIPT,0.009648304
D3W8N4,PRMT5,0.039900405
D3W8N4,SCAMP3,0.043635232
D3W8N4,TAX1BP3,0.024027389
D3W8N4,GIPC1,0.010519763
D3W8N4,NKRF,0.067538126
D3W8N4,SPTLC1,0.048179272
D3W8N4,OGT,0.014379085
D3W8N4,CCP110,0.065857454
D3W8N4,HNRNPR,0.113912232
D3W8N4,ACTN4,0.001431684
D3W8N4,AKAP8,0.00367258
D3W8N4,CREB3,0.003485839
D3W8N4,AKR1B10,0.003983816
D3W8N4,SYNCRIP,0.024712107
D3W8N4,CTNND1,0.000497977
D3W8N4,HNRNPCL1,0.005477747
D3W8N4,ATP6V1G1,0.19956427
D3W8N4,FLNB,0.011951447
D3W8N4,TACC1,0.040336134
D3W8N4,CDC45,0.005726735
D3W8N4,SRSF10,0.000497977
D3W8N4,PRKRA,0.12281357
D3W8N4,PPM1B,0.005539994
D3W8N4,CDC123,0.011951447
D3W8N4,ZMPSTE24,0.024961096
D3W8N4,ATP5PD,0.012013694
D3W8N4,PRPF6,0.021786492
D3W8N4,SNX4,0.11328976
D3W8N4,ZWINT,0.024338624
D3W8N4,ACSL3,0.018425148
D3W8N4,CPSF4,0.088204171
D3W8N4,STAU1,0.059570495
D3W8N4,BAG2,0.014939309
D3W8N4,IGHG1,0.11328976
D3W8N4,HLA-B,0.007096172
D3W8N4,CRYAB,0.055213196
D3W8N4,RPN1,0.015873016
D3W8N4,RPLP1,0.000373483
D3W8N4,RPLP2,0.005539994
D3W8N4,RPLP0,0.026268285
D3W8N4,GSN,0.012075941
D3W8N4,ATP5F1B,0.006660442
D3W8N4,ENO1,0.130407719
D3W8N4,P4HB,0.031621538
D3W8N4,ANXA2,0.014752568
D3W8N4,TUBB,0.01774043
D3W8N4,HNRNPC,0.035978836
D3W8N4,LAMB1,0.11328976
D3W8N4,SLC3A2,0.024276377
D3W8N4,KRT7,0.000809213
D3W8N4,RPSA,0.162402739
D3W8N4,SNRPA,0.000497977
D3W8N4,HNRNPA1,0.05620915
D3W8N4,H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,0.032741986
D3W8N4,CCDC172,0.040336134
D3W8N4,HSPA8,0.005539994
D3W8N4,G6PD,0.003983816
D3W8N4,PABPC1,0.036788049
D3W8N4,PCNA,0.020915033
D3W8N4,SLC25A6,0.038904451
D3W8N4,P4HA1,0.022906941
D3W8N4,HNRNPL,0.016806723
D3W8N4,HIVEP1,0.19956427
D3W8N4,H1-2,0.005539994
D3W8N4,YBX3,0.015250545
D3W8N4,SON,0.027015251
D3W8N4,NCL,0.021475257
D3W8N4,TNNI3,0.155368814
D3W8N4,SDHB,0.186056645
D3W8N4,HNRNPA2B1,0.016806723
D3W8N4,RPS3,0.010519763
D3W8N4,RPS12,0.008963585
D3W8N4,ARNT,0.063305322
D3W8N4,PIK3R1,0.092312481
D3W8N4,EEF1D,0.009772798
D3W8N4,RPL12,0.024712107
D3W8N4,HNRNPH3,0.009150327
D3W8N4,HNRNPH1,0.010519763
D3W8N4,CSTF2,0.014192344
D3W8N4,RPL22,0.097790227
D3W8N4,FUS,0.017989418
D3W8N4,NUP214,0.117522565
D3W8N4,RBMX,0.031310302
D3W8N4,RPS19,0.047619048
D3W8N4,RFC3,0.043199502
D3W8N4,TMPO,0.011142235
D3W8N4,PIK3CB,0.009835045
D3W8N4,MATR3,0.080547775
D3W8N4,SSR1,0.009648304
D3W8N4,MAGEA6,0.040336134
D3W8N4,MAGEA11,0.040336134
D3W8N4,RANBP1,0.026455026
D3W8N4,MAPK9,0.073700591
D3W8N4,RPL27A,0.011204482
D3W8N4,RPL28,0.000373483
D3W8N4,RPS9,0.014939309
D3W8N4,RPS10,0.00690943
D3W8N4,STT3A,0.007096172
D3W8N4,CCT5,0.016308746
D3W8N4,CARS1,0.024027389
D3W8N4,CPT1A,6.22E-05
D3W8N4,RPL14,0.024712107
D3W8N4,FXR2,6.22E-05
D3W8N4,DAP3,0.01145347
D3W8N4,IRAK1,0.005726735
D3W8N4,ALDH3A2,0.009212574
D3W8N4,HSD17B4,0.013009648
D3W8N4,HNRNPA3,0.009586057
D3W8N4,KPNA2,0.003174603
D3W8N4,KPNA1,0.024463119
D3W8N4,HNRNPF,0.010519763
D3W8N4,SLC25A1,0.064985994
D3W8N4,HADHB,0.090071584
D3W8N4,ADAR,0.117709306
D3W8N4,ATP5MF,0.034173669
D3W8N4,NUP107,0.003174603
D3W8N4,RPL27,0.005539994
D3W8N4,DCAF7,0.028944911
D3W8N4,HNRNPK,0.016806723
D3W8N4,PPP1CA,0.001431684
D3W8N4,RPS15A,0.028446934
D3W8N4,RPS18,0.010519763
D3W8N4,RPS13,0.028446934
D3W8N4,RPL7A,0.024712107
D3W8N4,RPL23A,0.027388733
D3W8N4,H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16,0.00367258
D3W8N4,RPL23,0.008092126
D3W8N4,RPS24,0.020417056
D3W8N4,FAU,0.004170557
D3W8N4,RPL11,0.011204482
D3W8N4,AP2B1,0.11328976
D3W8N4,YWHAZ,0.024027389
D3W8N4,DYNLL1,0.175412387
D3W8N4,SKP1,0.069032057
D3W8N4,YBX1,0.043199502
D3W8N4,EEF1A1,0.001244942
D3W8N4,PRKDC,0.001244942
D3W8N4,MRPS5,6.22E-05
D3W8N4,MRPS34,0.000497977
D3W8N4,MRPS9,6.22E-05
D3W8N4,ERH,0.016619981
D3W8N4,RPL19,0.024712107
D3W8N4,CDC42EP1,0.033115468
D3W8N4,HNRNPU,0.016806723
D3W8N4,H1-1,0.008154373
D3W8N4,RPL6,0.024712107
D3W8N4,CENPC,0.024027389
D3W8N4,CSTF1,0.000684718
D3W8N4,RPL18,0.010270775
D3W8N4,DHX9,0.053159041
D3W8N4,VAC14,0.10918145
D3W8N4,AHNAK,0.016308746
D3W8N4,CPSF1,0.062247121
D3W8N4,TFCP2,0.030750078
D3W8N4,ILF2,0.036912543
D3W8N4,ILF3,0.086461251
D3W8N4,TRAF2,0.040336134
D3W8N4,CSTF3,0.014192344
D3W8N4,TRAF1,0.040336134
D3W8N4,ZBTB17,0.127731092
D3W8N4,EIF2B5,0.024961096
D3W8N4,HNRNPA0,0.009586057
D3W8N4,AIMP2,0.173482726
D3W8N4,GPS2,0.18076564
D3W8N4,PABPC4,0.003299097
D3W8N4,SQSTM1,0.034733894
D3W8N4,DCTN2,0.11328976
D3W8N4,SCRIB,0.027948957
D3W8N4,DYNC1H1,0.001431684
D3W8N4,PCBP1,0.084905073
D3W8N4,TARBP2,0.039962652
D3W8N4,ELAVL1,0.009586057
D3W8N4,ZYX,0.00908808
D3W8N4,HNRNPUL2,0.01145347
D3W8N4,INF2,0.015873016
D3W8N4,HKDC1,0.018860878
D3W8N4,MAP7D1,0.014752568
D3W8N4,GLYR1,0.193215064
D3W8N4,PREPL,0.11328976
D3W8N4,HSD17B12,6.22E-05
D3W8N4,NOM1,0.005291005
D3W8N4,TIMM23B,0.004793028
D3W8N4,CEP170,0.001120448
D3W8N4,SNAPC4,0.155368814
D3W8N4,RARS2,0.002738873
D3W8N4,ARMC6,0.002738873
D3W8N4,ZCCHC8,0.000497977
D3W8N4,C1orf94,0.040336134
D3W8N4,TTC27,0.003174603
D3W8N4,BHLHB9,0.150077809
D3W8N4,ZC3HAV1,6.22E-05
D3W8N4,HAUS6,0.001120448
D3W8N4,PABPN1,0.02508559
D3W8N4,SUGP2,0.018736383
D3W8N4,MRPL41,6.22E-05
D3W8N4,CCAR2,0.054466231
D3W8N4,LNX2,0.089822596
D3W8N4,NIN,0.11328976
D3W8N4,KCNRG,0.040336134
D3W8N4,CCDC33,0.000933707
D3W8N4,USHBP1,0.040336134
D3W8N4,BANP,6.22E-05
D3W8N4,KCTD6,0.038157485
D3W8N4,PNMA1,0.040336134
D3W8N4,LPCAT1,0.018425148
D3W8N4,DOCK8,0.056271397
D3W8N4,CEP70,0.040336134
D3W8N4,COQ8A,0.005726735
D3W8N4,SMARCC2,6.22E-05
D3W8N4,MIPOL1,0.040336134
D3W8N4,CCHCR1,0.11328976
D3W8N4,FAR1,0.01101774
D3W8N4,DDX1,0.005477747
D3W8N4,PIK3R3,0.034609399
D3W8N4,NUP205,0.003174603
D3W8N4,MRPS31,6.22E-05
D3W8N4,UPF1,0.010270775
D3W8N4,DVL3,0.040336134
D3W8N4,RBPMS,0.040336134
D3W8N4,OTULIN,0.024961096
D3W8N4,PTCD3,0.000497977
D3W8N4,DYNLL2,0.028197946
D3W8N4,POM121,0.150077809
D3W8N4,COG8,0.11328976
D3W8N4,RBM14,0.000497977
D3W8N4,ERBIN,0.089324619
D3W8N4,STRBP,0.068720822
D3W8N4,YME1L1,0.005726735
D3W8N4,TCF12,0.040336134
D3W8N4,HNRNPAB,0.016806723
D3W8N4,WDR77,0.02875817
D3W8N4,NTPCR,0.009835045
D3W8N4,CHCHD5,0.068596327
D3W8N4,HNRNPUL1,0.056395892
D3W8N4,DPY30,0.003983816
D3W8N4,LRRCC1,0.010519763
D3W8N4,POLR3F,0.128478058
D3W8N4,ATG5,0.006784936
D3W8N4,CARD9,0.090756303
D3W8N4,BLZF1,0.040336134
D3W8N4,CENPH,0.11328976
D3W8N4,MOV10,0.042141301
D3W8N4,MRPL47,6.22E-05
D3W8N4,WDR6,0.035045129
D3W8N4,EIF2B3,0.024961096
D3W8N4,MBIP,0.11328976
D3W8N4,STAU2,0.047930283
D3W8N4,FANCI,0.009648304
D3W8N4,ATAD3A,0.012387177
D3W8N4,DDX18,6.22E-05
D3W8N4,OCIAD1,0.021848739
D3W8N4,DUS2,0.024027389
D3W8N4,QPCTL,0.009212574
D3W8N4,DDX56,0.024027389
D3W8N4,TECR,0.009212574
D3W8N4,FAM120A,0.008465608
D3W8N4,IGF2BP1,0.016370993
D3W8N4,MRPL15,6.22E-05
D3W8N4,HACD3,0.010582011
D3W8N4,CAMSAP3,0.023902894
D3W8N4,CALCOCO1,0.040336134
D3W8N4,CPSF2,0.035107376
D3W8N4,UVRAG,0.047121071
D3W8N4,ATXN10,0.044568939
D3W8N4,DNAJB11,0.004419546
D3W8N4,ZMYM2,0.19956427
D3W8N4,EIF2B4,0.044133209
D3W8N4,ATP6V1H,0.003174603
D3W8N4,CYTH4,0.090756303
D3W8N4,RABGEF1,0.040336134
D3W8N4,HOOK1,0.040771864
D3W8N4,TMCO1,0.002738873
D3W8N4,RTRAF,0.047681295
D3W8N4,POMP,0.014565826
D3W8N4,EIF3L,0.0054155
D3W8N4,NISCH,0.010270775
D3W8N4,MRPS7,6.22E-05
D3W8N4,COG6,0.105197635
D3W8N4,NOP58,0.027264239
D3W8N4,RTCB,0.027077498
D3W8N4,FARP1,0.005602241
D3W8N4,TELO2,0.007096172
D3W8N4,AFG3L2,0.009212574
D3W8N4,GMEB1,0.173856209
D3W8N4,IGF2BP2,0.034049175
D3W8N4,SQOR,0.018860878
D3W8N4,LAMC3,0.11328976
D3W8N4,PIAS3,0.195580454
R9QTA1,SMCHD1,0.008465608
R9QTA1,RACK1,0.008465608
R9QTA1,PSMD12,0.021475257
R9QTA1,PGRMC1,0.011826953
R9QTA1,EIF3F,0.018736383
R9QTA1,IPO5,0.074011827
R9QTA1,KPNA3,0.027201992
R9QTA1,DDX3X,0.020728291
R9QTA1,KPNA4,0.063554311
R9QTA1,PPP6C,0.00690943
R9QTA1,DVL2,0.035543106
R9QTA1,PRMT5,0.066044195
R9QTA1,HNRNPDL,0.035605353
R9QTA1,U2SURP,0.008465608
R9QTA1,EIF3D,0.024774354
R9QTA1,DHX15,0.021475257
R9QTA1,PSMD3,0.023965142
R9QTA1,CCP110,0.014379085
R9QTA1,HNRNPR,0.087768441
R9QTA1,ACTN4,0.157360722
R9QTA1,MYO1B,0.016744476
R9QTA1,AKAP8,0.046809835
R9QTA1,CALU,0.033800187
R9QTA1,SYNCRIP,0.031746032
R9QTA1,KPNA6,0.118518519
R9QTA1,MRPS14,0.043572985
R9QTA1,HNRNPCL1,0.072019919
R9QTA1,DKC1,0.107874261
R9QTA1,PTCD1,0.070961718
R9QTA1,ATP6V1G1,0.029131653
R9QTA1,PSIP1,0.000124494
R9QTA1,SRSF10,0.002427638
R9QTA1,HSBP1,0.007220666
R9QTA1,BANF1,0.018362901
R9QTA1,SF3B1,0.050980392
R9QTA1,PRKRA,0.064737006
R9QTA1,ERAL1,0.053906007
R9QTA1,SNRNP200,0.025957049
R9QTA1,PPM1B,0.046187364
R9QTA1,EIF3G,0.010270775
R9QTA1,RSL1D1,0.099844382
R9QTA1,AP2A2,0.027762216
R9QTA1,SNX4,0.023031435
R9QTA1,LUC7L3,0.166884532
R9QTA1,IPO7,0.022657952
R9QTA1,STAU1,0.12194211
R9QTA1,BAG2,0.068347339
R9QTA1,TRUB2,0.016246499
R9QTA1,IGHG1,0.023031435
R9QTA1,CRYAB,0.0237784
R9QTA1,LMNA,0.015375039
R9QTA1,ALDOA,0.00087146
R9QTA1,KRT1,0.012387177
R9QTA1,TUBB4A,0.018736383
R9QTA1,HSPB1,0.043448491
R9QTA1,RPN1,0.023716153
R9QTA1,RPN2,0.029318394
R9QTA1,SLC25A5,0.028509181
R9QTA1,EIF2S1,0.010395269
R9QTA1,RPLP2,0.046187364
R9QTA1,RPLP0,0.041705571
R9QTA1,SSB,0.013694367
R9QTA1,KRT18,0.006473701
R9QTA1,KRT8,0.006473701
R9QTA1,ATP5F1B,0.031372549
R9QTA1,S100A6,0.011142235
R9QTA1,ENO1,0.07631497
R9QTA1,NPM1,0.044693433
R9QTA1,P4HB,0.06984127
R9QTA1,ANXA2,0.070339247
R9QTA1,TUBB,0.028509181
R9QTA1,PFN1,0.029131653
R9QTA1,EPRS1,0.010395269
R9QTA1,HSP90AA1,0.023965142
R9QTA1,HNRNPC,0.021475257
R9QTA1,LAMB1,0.023031435
R9QTA1,SLC3A2,0.034360411
R9QTA1,HSP90AB1,0.021475257
R9QTA1,SNRPB2,0.095985061
R9QTA1,SNRNP70,0.143977591
R9QTA1,VIM,0.028695923
R9QTA1,RPS17,0.016184251
R9QTA1,RPSA,0.098412698
R9QTA1,SNRPA,0.115966387
R9QTA1,SNRPC,0.030376595
R9QTA1,HNRNPA1,0.041705571
R9QTA1,SNRPA1,0.084158108
R9QTA1,H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,0.035729847
R9QTA1,PABPC4L,0.071272954
R9QTA1,HSPA1A,0.032119514
R9QTA1,CALM1,0.028695923
R9QTA1,H1-4,0.036725801
R9QTA1,TXN,0.008465608
R9QTA1,HSPD1,0.021475257
R9QTA1,HSPA5,0.040958606
R9QTA1,HSPA8,0.072953626
R9QTA1,TOP1,0.059757236
R9QTA1,TOP2A,0.136756925
R9QTA1,PABPC1,0.04064737
R9QTA1,PCNA,0.029940865
R9QTA1,SLC25A6,0.075381264
R9QTA1,ACTN1,0.036041083
R9QTA1,XRCC6,0.000124494
R9QTA1,XRCC5,0.020728291
R9QTA1,EEF2,0.019483349
R9QTA1,PKM,0.011328976
R9QTA1,HSP90B1,0.026392779
R9QTA1,SNRPB,0.046623094
R9QTA1,HNRNPL,0.021475257
R9QTA1,EZR,0.022906941
R9QTA1,HIVEP1,0.029131653
R9QTA1,H1-2,0.013071895
R9QTA1,YBX3,0.012822907
R9QTA1,CTPS1,0.020666044
R9QTA1,DDX5,0.043946467
R9QTA1,TCP1,0.014877062
R9QTA1,RPL35A,0.044693433
R9QTA1,RPL7,0.025957049
R9QTA1,RPL17,0.025957049
R9QTA1,NCL,0.046187364
R9QTA1,TNNI3,0.023902894
R9QTA1,EIF2S2,0.010270775
R9QTA1,BTF3,0.006473701
R9QTA1,FLNA,0.013694367
R9QTA1,SDHB,0.036165577
R9QTA1,FBL,0.076812947
R9QTA1,HNRNPA2B1,0.021475257
R9QTA1,SFPQ,0.003361345
R9QTA1,RPS3,0.029442888
R9QTA1,CFL1,0.021475257
R9QTA1,EIF4B,0.033924681
R9QTA1,EEF1B2,0.013694367
R9QTA1,POLR2A,0.018425148
R9QTA1,MCM3,0.018860878
R9QTA1,RPS12,0.032990974
R9QTA1,ATP5F1A,0.038966698
R9QTA1,PSMA4,0.020728291
R9QTA1,U2AF2,0.027762216
R9QTA1,RPL13,0.025957049
R9QTA1,PTBP1,0.014441332
R9QTA1,EEF1G,0.036227824
R9QTA1,YWHAQ,0.018176159
R9QTA1,ARNT,0.011515717
R9QTA1,RPL10,0.053657018
R9QTA1,CALR,0.011142235
R9QTA1,EEF1D,0.08173047
R9QTA1,RPL12,0.046187364
R9QTA1,PPP2R1A,0.020728291
R9QTA1,DNAJA1,0.020728291
R9QTA1,HNRNPH3,0.016619981
R9QTA1,HNRNPH1,0.028509181
R9QTA1,YWHAB,0.028509181
R9QTA1,RPL9; RPL9P7; RPL9P8; RPL9P9,0.000124494
R9QTA1,MCM5,0.004606287
R9QTA1,MCM7,0.029878618
R9QTA1,RPL22,0.077559913
R9QTA1,KRT9,0.012387177
R9QTA1,FAU,0.013694367
R9QTA1,COPB2,0.026392779
R9QTA1,FUS,0.045004669
R9QTA1,NUP214,0.036663554
R9QTA1,ATP5F1C,0.01363212
R9QTA1,RPL4,0.025957049
R9QTA1,SRP14,0.092187986
R9QTA1,RBMX,0.161842515
R9QTA1,HSPA9,0.020728291
R9QTA1,EIF4A3,0.001556178
R9QTA1,RPS19,0.063305322
R9QTA1,RPL3,0.025957049
R9QTA1,CCT6A,0.018736383
R9QTA1,RPL13A,0.026704015
R9QTA1,IARS1,0.010395269
R9QTA1,MTREX,0.040024899
R9QTA1,RPS27,0.020728291
R9QTA1,LRPPRC,0.054777467
R9QTA1,RPL35,0.02054155
R9QTA1,MATR3,0.063741052
