Drug_Protein Pair,Max DDT,Sum DDT,Max DDDT,Sum DDDT,Max DTTT,Sum DTTT,Max DTDT,Sum DTDT,degree of starting node,degree of ending node,max deg DDT,max deg DDDT,max deg DTTT,max deg DTDT,drug_centrality,target_centrality,betweenness_cen drug,betweenness_cen target,Label
"('COPANLISIB', 'LDLR')",0.743334231,0.545566499,0.6445853460000001,0.577712431,0.090816745,0.025443906,0.0,0.0,0.964968153,0.296875,0.917030568,0.943113772,0.983012458,0.0,0.723269452,0.8162687890000001,0.00033185800000000003,0.009221819,0
"('COPANLISIB', 'HLAB')",0.506329114,0.6512737479999999,0.463393893,0.594555181,0.028903155,0.006976618,0.0,0.0,0.964968153,0.359375,0.88209607,0.919161677,0.510758777,0.0,0.723269452,0.6724941720000001,0.00033185800000000003,0.037607823,0
"('COPANLISIB', 'REEP5')",0.47257384,0.18065874,0.399233526,0.176963977,0.058396665999999986,0.016360852,0.0,0.0,0.964968153,0.078125,0.831149927,0.884231537,0.967157418,0.0,0.723269452,0.790681741,0.00033185800000000003,0.0,0
"('COPANLISIB', 'PSMD1')",0.588754784,0.214639175,0.498895368,0.241681586,0.0,0.0,0.0,0.0,0.964968153,0.09375,0.8617176129999999,0.905189621,0.0,0.0,0.723269452,0.8222301390000001,0.00033185800000000003,0.0,0
"('COPANLISIB', 'CO5')",0.5122859270000001,0.087810057,0.5400420570000001,0.085098501,0.0,0.0,0.0,0.0,0.964968153,0.09375,0.780203785,0.8493013970000001,0.0,0.0,0.723269452,0.700880655,0.00033185800000000003,0.115003067,0
"('TRICHLOROETHYLENE', 'GGT1')",0.0,0.0,0.0,0.0,0.0,0.0,0.0744,0.016578793,0.0,0.21875,0.0,0.0,0.0,0.321479374,0.049831919,0.727846104,0.0,0.035680616,0
"('TRICHLOROETHYLENE', 'FGFR1')",0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.002636204,0.0,0.421875,0.0,0.0,0.0,0.33143670000000003,0.049831919,0.7325821290000001,0.0,1.0,0
"('TRICHLOROETHYLENE', 'MET')",0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.000527241,0.0,0.484375,0.0,0.0,0.0,0.33712659999999994,0.049831919,0.8213523140000001,0.0,0.871972747,0
"('TRICHLOROETHYLENE', 'HLAA')",0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.362292521,0.0,0.265625,0.0,0.0,0.0,0.418207681,0.049831919,0.83608042,0.0,0.005276844,0
"('TRICHLOROETHYLENE', 'LDLR')",0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.010935364,0.0,0.296875,0.0,0.0,0.0,0.421052632,0.049831919,0.8162687890000001,0.0,0.009221819,0
"('FOSPHENYTOIN', 'CALU')",0.35443038,0.057815575,0.291517901,0.044906697,0.0,0.0,0.0,0.0,0.799363057,0.078125,0.662299854,0.768463074,0.0,0.0,0.564315847,0.8605518259999999,0.0004434830000000001,0.028873598,0
"('FOSPHENYTOIN', 'BAG6')",0.352896049,0.057565291,0.33589635700000003,0.021013043,0.0,0.0,0.62,0.121070103,0.799363057,0.078125,0.534206696,0.669660679,0.0,0.556187767,0.564315847,0.768564769,0.0004434830000000001,0.0,0
"('FOSPHENYTOIN', 'XPO1')",0.471649038,0.07693657799999999,0.359816381,0.053141854,0.0,0.0,0.0,0.0,0.799363057,0.109375,0.639010189,0.75249501,0.0,0.0,0.564315847,1.0,0.0004434830000000001,0.0,0
"('FOSPHENYTOIN', 'SLK')",0.01117416,0.005940369,0.01137875,0.00788274,0.0,0.0,0.0,0.0,0.799363057,0.078125,0.793304221,0.858283433,0.0,0.0,0.564315847,0.7236243929999999,0.0004434830000000001,0.8842285959999999,0
"('FOSPHENYTOIN', 'NRG1')",0.455127293,0.134268941,0.452261513,0.16965649600000002,0.0,0.0,0.0,0.0,0.799363057,0.328125,0.8573508009999999,0.902195609,0.0,0.0,0.564315847,0.819456773,0.0004434830000000001,0.069557667,0
"('FOSPHENYTOIN', 'RAB9A')",0.011392405,0.00639897,0.009426696,0.006300043000000001,0.0,0.0,0.0,0.0,0.799363057,0.125,0.759825328,0.8353293409999999,0.0,0.0,0.564315847,0.717773285,0.0004434830000000001,0.045345641,0
"('FOSPHENYTOIN', 'UFO')",0.46558999,0.084141134,0.408519458,0.093631184,0.0,0.0,0.0,0.0,0.799363057,0.09375,0.812227074,0.871257485,0.0,0.0,0.564315847,0.722265686,0.0004434830000000001,0.107705949,0
"('FOSPHENYTOIN', 'EPHA2')",0.263762143,0.06715989,0.232784264,0.06507283400000001,0.0,0.0,0.0,0.0,0.799363057,0.09375,0.794759825,0.859281437,0.0,0.0,0.564315847,0.80628821,0.0004434830000000001,0.0,0
"('FOSPHENYTOIN', 'GGT1')",0.34194555200000004,0.16832988,0.272905225,0.165856315,0.0,0.0,0.0744,0.016578793,0.799363057,0.21875,0.8093158659999999,0.869261477,0.0,0.678520626,0.564315847,0.727846104,0.0004434830000000001,0.035680616,0
"('FOSPHENYTOIN', 'FGFR1')",0.15011169,0.139123324,0.142190097,0.141138051,0.0,0.0,0.0135,0.002636204,0.799363057,0.421875,0.84279476,0.8922155690000001,0.0,0.6884779520000001,0.564315847,0.7325821290000001,0.0004434830000000001,1.0,0
"('FOSPHENYTOIN', 'HLAC')",0.488458674,0.36808496,0.401580783,0.31477868,0.0,0.0,1.0,0.573833236,0.799363057,0.203125,0.8093158659999999,0.869261477,0.0,0.769559033,0.564315847,0.834267125,0.0004434830000000001,0.033215904,0
"('FOSPHENYTOIN', 'MET')",0.376803061,0.226233707,0.338963766,0.242642474,0.0,0.0,0.0027,0.000527241,0.799363057,0.484375,0.848617176,0.896207585,0.0,0.6941678520000001,0.564315847,0.8213523140000001,0.0004434830000000001,0.871972747,0
"('FOSPHENYTOIN', 'HLAA')",0.543377586,0.462556181,0.496463655,0.403585021,0.0,0.0,0.67,0.362292521,0.799363057,0.265625,0.8165938859999999,0.874251497,0.0,0.775248933,0.564315847,0.83608042,0.0004434830000000001,0.005276844,0
"('FOSPHENYTOIN', 'LDLR')",0.5925127929999999,0.437125745,0.474878279,0.416536134,0.0,0.0,0.056,0.010935364,0.799363057,0.296875,0.841339156,0.891217565,0.0,0.7780938829999999,0.564315847,0.8162687890000001,0.0004434830000000001,0.009221819,0
"('FOSPHENYTOIN', 'P85B')",0.136708861,0.05797066,0.125116351,0.05587013,0.107048724,0.025839327,0.0,0.0,0.799363057,0.140625,0.823871907,0.8792415170000001,0.45186863,0.0,0.564315847,0.7694615770000001,0.0004434830000000001,0.028586688,0
"('FOSPHENYTOIN', 'IRAK1')",0.015894889,0.009415762,0.015171666,0.009145278,0.024265293,0.005857135,0.0,0.0,0.799363057,0.078125,0.793304221,0.858283433,0.447338618,0.0,0.564315847,0.705810397,0.0004434830000000001,0.643424566,0
"('FOSPHENYTOIN', 'BRD4')",0.032602655,0.005318226999999999,0.076253394,0.02790792,0.072469824,0.017492703000000002,0.0,0.0,0.799363057,0.078125,0.723435226,0.818363273,0.447338618,0.0,0.564315847,0.667341331,0.0004434830000000001,0.012254511,0
"('FOSPHENYTOIN', 'REEP5')",0.325550867,0.053104677,0.273874662,0.111792677,0.0,0.0,0.0,0.0,0.799363057,0.078125,0.755458515,0.8323353290000001,0.0,0.0,0.564315847,0.790681741,0.0004434830000000001,0.0,0
"('FOSPHENYTOIN', 'PSMD1')",0.493979623,0.219883327,0.385019206,0.181181593,0.0,0.0,0.0,0.0,0.799363057,0.09375,0.786026201,0.853293413,0.0,0.0,0.564315847,0.8222301390000001,0.0004434830000000001,0.0,0
"('FOSPHENYTOIN', 'CO5')",0.412564463,0.07126305,0.393626714,0.05989594,0.0,0.0,0.0,0.0,0.799363057,0.09375,0.704512373,0.79740519,0.0,0.0,0.564315847,0.700880655,0.0004434830000000001,0.115003067,0
"('CLINDAMYCIN', 'CALU')",0.0,0.0,0.279579549,0.050748375,0.0,0.0,0.0,0.0,0.882165605,0.078125,0.0,0.7944111779999999,0.0,0.0,0.578959684,0.8605518259999999,3.61e-05,0.028873598,0
"('CLINDAMYCIN', 'BAG6')",0.0,0.0,0.222392535,0.020551008,0.0,0.0,0.403,0.07869556700000001,0.882165605,0.078125,0.0,0.695608782,0.0,0.593172119,0.578959684,0.768564769,3.61e-05,0.0,0
"('CLINDAMYCIN', 'XPO1')",0.0,0.0,0.280393057,0.049352522,0.0,0.0,0.0,0.0,0.882165605,0.109375,0.0,0.7784431140000001,0.0,0.0,0.578959684,1.0,3.61e-05,0.0,0
"('CLINDAMYCIN', 'SLK')",0.014466546,0.00816327,0.013847654,0.008919286,0.0,0.0,0.0,0.0,0.882165605,0.078125,0.831149927,0.884231537,0.0,0.0,0.578959684,0.7236243929999999,3.61e-05,0.8842285959999999,0
"('CLINDAMYCIN', 'NRG1')",0.583767684,0.20327613,0.554689662,0.200257319,0.0,0.0,0.0,0.0,0.882165605,0.328125,0.895196507,0.928143713,0.0,0.0,0.578959684,0.819456773,3.61e-05,0.069557667,0
"('CLINDAMYCIN', 'RAB9A')",0.010126582,0.006278445,0.008354019,0.006451864,0.0,0.0,0.0,0.0,0.882165605,0.125,0.797671033,0.861277445,0.0,0.0,0.578959684,0.717773285,3.61e-05,0.045345641,0
"('CLINDAMYCIN', 'UFO')",0.597834376,0.106817382,0.486468416,0.110217084,0.0,0.0,0.0,0.0,0.882165605,0.09375,0.85007278,0.897205589,0.0,0.0,0.578959684,0.722265686,3.61e-05,0.107705949,0
"('CLINDAMYCIN', 'EPHA2')",0.306895012,0.071335642,0.252977598,0.071882424,0.0,0.0,0.0,0.0,0.882165605,0.09375,0.8326055309999999,0.885229541,0.0,0.0,0.578959684,0.80628821,3.61e-05,0.0,0
"('CLINDAMYCIN', 'GGT1')",0.367257384,0.167535119,0.280656777,0.199126554,0.0,0.0,0.04836,0.010776216000000002,0.882165605,0.21875,0.8471615720000001,0.8952095809999999,0.0,0.7155049790000001,0.578959684,0.727846104,3.61e-05,0.035680616,0
"('CLINDAMYCIN', 'FGFR1')",0.17359855300000002,0.147341625,0.159469271,0.160133065,0.0,0.0,0.008775,0.001713533,0.882165605,0.421875,0.8806404659999999,0.918163673,0.0,0.7254623040000001,0.578959684,0.7325821290000001,3.61e-05,1.0,0
"('CLINDAMYCIN', 'HLAC')",0.494821634,0.35406941299999994,0.369793109,0.335212407,0.0,0.0,0.65,0.372991603,0.882165605,0.203125,0.8471615720000001,0.8952095809999999,0.0,0.806543385,0.578959684,0.834267125,3.61e-05,0.033215904,0
"('CLINDAMYCIN', 'MET')",0.436286921,0.25494372600000004,0.380300811,0.275266138,0.0,0.0,0.001755,0.000342707,0.882165605,0.484375,0.886462882,0.922155689,0.0,0.731152205,0.578959684,0.8213523140000001,3.61e-05,0.871972747,0
"('CLINDAMYCIN', 'HLAA')",0.583767684,0.502887914,0.489432055,0.456725029,0.0,0.0,0.4355,0.235490139,0.882165605,0.265625,0.8544395920000001,0.900199601,0.0,0.8122332859999999,0.578959684,0.83608042,3.61e-05,0.005276844,0
"('CLINDAMYCIN', 'LDLR')",0.578661844,0.4669764320000001,0.506603013,0.491753639,0.0,0.0,0.0364,0.007107987,0.882165605,0.296875,0.879184862,0.917165669,0.0,0.815078236,0.578959684,0.8162687890000001,3.61e-05,0.009221819,0
"('CLINDAMYCIN', 'P85B')",0.147461244,0.05393243,0.131523488,0.061760302,0.06958167,0.016795563,0.0,0.0,0.882165605,0.140625,0.8617176129999999,0.905189621,0.481313703,0.0,0.578959684,0.7694615770000001,3.61e-05,0.028586688,0
"('CLINDAMYCIN', 'IRAK1')",0.019288728,0.009811831,0.018463539,0.010179497,0.01577244,0.003807138,0.0,0.0,0.882165605,0.078125,0.831149927,0.884231537,0.476783692,0.0,0.578959684,0.705810397,3.61e-05,0.643424566,0
"('CLINDAMYCIN', 'BRD4')",0.03202826,0.009849776,0.07835597,0.031186452000000007,0.047105385,0.011370257,0.0,0.0,0.882165605,0.078125,0.772925764,0.844311377,0.476783692,0.0,0.578959684,0.667341331,3.61e-05,0.012254511,0
"('CLINDAMYCIN', 'REEP5')",0.363075023,0.110433792,0.322246783,0.150412082,0.0,0.0,0.0,0.0,0.882165605,0.078125,0.793304221,0.858283433,0.0,0.0,0.578959684,0.790681741,3.61e-05,0.0,0
"('CLINDAMYCIN', 'PSMD1')",0.636157092,0.234635867,0.475185676,0.210219831,0.0,0.0,0.0,0.0,0.882165605,0.09375,0.823871907,0.8792415170000001,0.0,0.0,0.578959684,0.8222301390000001,3.61e-05,0.0,0
"('CLINDAMYCIN', 'CO5')",0.47507423,0.081831472,0.44864605,0.075018486,0.0,0.0,0.0,0.0,0.882165605,0.09375,0.7423580790000001,0.8233532929999999,0.0,0.0,0.578959684,0.700880655,3.61e-05,0.115003067,0
"('CARBIMAZOLE', 'CALU')",0.0,0.0,0.204388924,0.024421375,0.0,0.0,0.0,0.0,0.522292994,0.078125,0.0,0.681636727,0.0,0.0,0.525127827,0.8605518259999999,6.59e-05,0.028873598,0
"('CARBIMAZOLE', 'BAG6')",0.34982738700000005,0.057064724,0.286081219,0.016837367,0.0,0.0,0.62,0.121070103,0.522292994,0.078125,0.407569141,0.582834331,0.0,0.432432432,0.525127827,0.768564769,6.59e-05,0.0,0
"('CARBIMAZOLE', 'XPO1')",0.337552742,0.055062453,0.316188645,0.036932402,0.0,0.0,0.0,0.0,0.522292994,0.109375,0.512372635,0.6656686629999999,0.0,0.0,0.525127827,1.0,6.59e-05,0.0,0
"('CARBIMAZOLE', 'SLK')",0.010652638999999998,0.006775915,0.010048613,0.004810931,0.0,0.0,0.0,0.0,0.522292994,0.078125,0.666666667,0.771457086,0.0,0.0,0.525127827,0.7236243929999999,6.59e-05,0.8842285959999999,0
"('CARBIMAZOLE', 'NRG1')",0.395183698,0.105890323,0.367263744,0.102341041,0.0,0.0,0.0,0.0,0.522292994,0.328125,0.730713246,0.815369261,0.0,0.0,0.525127827,0.819456773,6.59e-05,0.069557667,0
"('CARBIMAZOLE', 'RAB9A')",0.01077991,0.005806019,0.008253115,0.004023799000000001,0.0,0.0,0.0,0.0,0.522292994,0.125,0.633187773,0.7485029940000001,0.0,0.0,0.525127827,0.717773285,6.59e-05,0.045345641,0
"('CARBIMAZOLE', 'UFO')",0.423009133,0.076545957,0.351521913,0.057043952,0.0,0.0,0.0,0.0,0.522292994,0.09375,0.68558952,0.784431138,0.0,0.0,0.525127827,0.722265686,6.59e-05,0.107705949,0
"('CARBIMAZOLE', 'EPHA2')",0.272202532,0.06323588,0.212808858,0.041235908,0.0,0.0,0.0,0.0,0.522292994,0.09375,0.668122271,0.77245509,0.0,0.0,0.525127827,0.80628821,6.59e-05,0.0,0
"('CARBIMAZOLE', 'GGT1')",0.204239744,0.074287508,0.214341438,0.092397988,0.0,0.0,0.0744,0.016578793,0.522292994,0.21875,0.682678311,0.78243513,0.0,0.554765292,0.525127827,0.727846104,6.59e-05,0.035680616,0
"('CARBIMAZOLE', 'FGFR1')",0.136708861,0.102168789,0.113201973,0.088134636,0.0,0.0,0.0135,0.002636204,0.522292994,0.421875,0.716157205,0.8053892220000001,0.0,0.564722617,0.525127827,0.7325821290000001,6.59e-05,1.0,0
"('CARBIMAZOLE', 'HLAC')",0.499197717,0.335217179,0.364148864,0.198155578,0.0,0.0,1.0,0.573833236,0.522292994,0.203125,0.682678311,0.78243513,0.0,0.6458036979999999,0.525127827,0.834267125,6.59e-05,0.033215904,0
"('CARBIMAZOLE', 'MET')",0.344303797,0.08735360699999999,0.313236515,0.149040144,0.0,0.0,0.0027,0.000527241,0.522292994,0.484375,0.721979622,0.809381238,0.0,0.5704125179999999,0.525127827,0.8213523140000001,6.59e-05,0.871972747,0
"('CARBIMAZOLE', 'HLAA')",0.521221146,0.31873677300000003,0.375490201,0.24426163,0.0,0.0,0.67,0.362292521,0.522292994,0.265625,0.6783114990000001,0.78742515,0.0,0.651493599,0.525127827,0.83608042,6.59e-05,0.005276844,0
"('CARBIMAZOLE', 'LDLR')",0.400843882,0.205429083,0.349381388,0.244987396,0.0,0.0,0.056,0.010935364,0.522292994,0.296875,0.7147016009999999,0.804391218,0.0,0.654338549,0.525127827,0.8162687890000001,6.59e-05,0.009221819,0
"('CARBIMAZOLE', 'P85B')",0.112002441,0.023284009,0.105957045,0.03387957,0.107048724,0.025839327,0.0,0.0,0.522292994,0.140625,0.6972343520000001,0.79241517,0.353340883,0.0,0.525127827,0.7694615770000001,6.59e-05,0.028586688,0
"('CARBIMAZOLE', 'IRAK1')",0.016928018,0.008001963,0.013398151,0.005744815,0.024265293,0.005857135,0.0,0.0,0.522292994,0.078125,0.666666667,0.771457086,0.34881087200000005,0.0,0.525127827,0.705810397,6.59e-05,0.643424566,0
"('CARBIMAZOLE', 'BRD4')",0.0,0.0,0.06634045400000001,0.020351085,0.072469824,0.017492703000000002,0.0,0.0,0.522292994,0.078125,0.0,0.731536926,0.34881087200000005,0.0,0.525127827,0.667341331,6.59e-05,0.012254511,0
"('CARBIMAZOLE', 'REEP5')",0.0,0.0,0.223596968,0.064174934,0.0,0.0,0.0,0.0,0.522292994,0.078125,0.0,0.745508982,0.0,0.0,0.525127827,0.790681741,6.59e-05,0.0,0
"('CARBIMAZOLE', 'PSMD1')",0.0,0.0,0.296340284,0.103652072,0.0,0.0,0.0,0.0,0.522292994,0.09375,0.0,0.7664670659999999,0.0,0.0,0.525127827,0.8222301390000001,6.59e-05,0.0,0
"('CARBIMAZOLE', 'CO5')",0.0,0.0,0.295423227,0.034265399,0.0,0.0,0.0,0.0,0.522292994,0.09375,0.0,0.710578842,0.0,0.0,0.525127827,0.700880655,6.59e-05,0.115003067,0
"('ABACAVIR', 'CALU')",0.0,0.0,0.24586853600000005,0.030190553,0.0,0.0,0.0,0.0,0.668789809,0.078125,0.0,0.72754491,0.0,0.0,0.545120661,0.8605518259999999,0.000405269,0.028873598,0
"('ABACAVIR', 'BAG6')",0.431317393,0.070357578,0.309795431,0.024441263,0.0,0.0,0.093,0.018160516,0.668789809,0.078125,0.474526929,0.628742515,0.0,0.497866287,0.545120661,0.768564769,0.000405269,0.0,0
"('ABACAVIR', 'XPO1')",0.467380721,0.076240319,0.351320717,0.050541327,0.0,0.0,0.0,0.0,0.668789809,0.109375,0.5793304220000001,0.7115768459999999,0.0,0.0,0.545120661,1.0,0.000405269,0.0,0
"('ABACAVIR', 'SLK')",0.012962025,0.006411974,0.011998077,0.006562206,0.0,0.0,0.0,0.0,0.668789809,0.078125,0.7336244540000001,0.8173652690000001,0.0,0.0,0.545120661,0.7236243929999999,0.000405269,0.8842285959999999,0
"('ABACAVIR', 'NRG1')",0.4148238520000001,0.133304321,0.411220565,0.138373078,0.0,0.0,0.0,0.0,0.668789809,0.328125,0.797671033,0.861277445,0.0,0.0,0.545120661,0.819456773,0.000405269,0.069557667,0
"('ABACAVIR', 'RAB9A')",0.009001407,0.005205669,0.009170128,0.0052513,0.0,0.0,0.0,0.0,0.668789809,0.125,0.70014556,0.7944111779999999,0.0,0.0,0.545120661,0.717773285,0.000405269,0.045345641,0
"('ABACAVIR', 'UFO')",0.480363518,0.085715921,0.421037063,0.077331188,0.0,0.0,0.0,0.0,0.668789809,0.09375,0.752547307,0.830339321,0.0,0.0,0.545120661,0.722265686,0.000405269,0.107705949,0
"('ABACAVIR', 'EPHA2')",0.294886076,0.053010524,0.243664655,0.055418512,0.0,0.0,0.0,0.0,0.668789809,0.09375,0.735080058,0.818363273,0.0,0.0,0.545120661,0.80628821,0.000405269,0.0,0
"('ABACAVIR', 'GGT1')",0.197115102,0.05654099200000001,0.257593622,0.124010793,0.0,0.0,0.01116,0.002486819,0.668789809,0.21875,0.713245997,0.828343313,0.0,0.620199147,0.545120661,0.727846104,0.000405269,0.035680616,0
"('ABACAVIR', 'FGFR1')",0.19005687,0.121281607,0.133311969,0.11824265,0.0,0.0,0.002025,0.000395431,0.668789809,0.421875,0.783114993,0.851297405,0.0,0.630156472,0.545120661,0.7325821290000001,0.000405269,1.0,0
"('ABACAVIR', 'HLAC')",0.337552742,0.153256423,0.339078399,0.248642197,0.0,0.0,0.15,0.086074985,0.668789809,0.203125,0.7496360990000001,0.828343313,0.0,0.711237553,0.545120661,0.834267125,0.000405269,0.033215904,0
"('ABACAVIR', 'MET')",0.478199718,0.20585122,0.361169377,0.204240567,0.0,0.0,0.000405,7.91e-05,0.668789809,0.484375,0.7889374090000001,0.8552894209999999,0.0,0.635846373,0.545120661,0.8213523140000001,0.000405269,0.871972747,0
"('ABACAVIR', 'HLAA')",0.486602006,0.334584622,0.436340711,0.312226482,0.0,0.0,0.1005,0.054343878,0.668789809,0.265625,0.756914119,0.833333333,0.0,0.716927454,0.545120661,0.83608042,0.000405269,0.005276844,0
"('ABACAVIR', 'LDLR')",0.4742829670000001,0.308503752,0.438364554,0.325102078,0.0,0.0,0.0084,0.001640305,0.668789809,0.296875,0.7816593890000001,0.8502994009999999,0.0,0.7197724040000001,0.545120661,0.8162687890000001,0.000405269,0.009221819,0
"('ABACAVIR', 'P85B')",0.147224927,0.05102725,0.122668423,0.045733708,0.016057308,0.003875899,0.0,0.0,0.668789809,0.140625,0.76419214,0.8383233529999999,0.405436014,0.0,0.545120661,0.7694615770000001,0.000405269,0.028586688,0
"('ABACAVIR', 'IRAK1')",0.020564751000000003,0.007510119,0.018196735,0.0078007569999999984,0.003639794,0.00087857,0.0,0.0,0.668789809,0.078125,0.7336244540000001,0.8173652690000001,0.400906002,0.0,0.545120661,0.705810397,0.000405269,0.643424566,0
"('ABACAVIR', 'BRD4')",0.13215189900000002,0.050543794,0.123340745,0.029562698,0.010870473,0.002623905,0.0,0.0,0.668789809,0.078125,0.548762737,0.77744511,0.400906002,0.0,0.545120661,0.667341331,0.000405269,0.012254511,0
"('ABACAVIR', 'REEP5')",0.298871023,0.048752593,0.293856217,0.099215197,0.0,0.0,0.0,0.0,0.668789809,0.078125,0.695778748,0.7914171659999999,0.0,0.0,0.545120661,0.790681741,0.000405269,0.0,0
"('ABACAVIR', 'PSMD1')",0.362556649,0.112945035,0.345623624,0.134190375,0.0,0.0,0.0,0.0,0.668789809,0.09375,0.7263464340000001,0.81237525,0.0,0.0,0.545120661,0.8222301390000001,0.000405269,0.0,0
"('ABACAVIR', 'CO5')",0.346435709,0.056511465,0.355428377,0.049044087,0.0,0.0,0.0,0.0,0.668789809,0.09375,0.644832606,0.756487026,0.0,0.0,0.545120661,0.700880655,0.000405269,0.115003067,0
"('SULFASALAZINE', 'CALU')",0.453031312,0.07389960799999999,0.31941077100000004,0.031559294,0.098783697,0.038962744,0.0,0.0,0.557324841,0.078125,0.551673945,0.69261477,0.438278596,0.0,0.582346005,0.8605518259999999,0.000440466,0.028873598,0
"('SULFASALAZINE', 'BAG6')",0.0,0.0,0.294331718,0.014626378,0.468492869,0.184785225,0.0868,0.016949814,0.557324841,0.078125,0.0,0.593812375,0.438278596,0.448079659,0.582346005,0.768564769,0.000440466,0.0,0
"('SULFASALAZINE', 'XPO1')",0.402466731,0.06565138599999999,0.352507611,0.04036448,0.157158829,0.061987346,0.0,0.0,0.557324841,0.109375,0.528384279,0.6766467070000001,0.440543601,0.0,0.582346005,1.0,0.000440466,0.0,0
"('SULFASALAZINE', 'SLK')",0.011251758,0.005199441,0.010106147,0.005120518,0.0,0.0,0.0,0.0,0.557324841,0.078125,0.682678311,0.78243513,0.0,0.0,0.582346005,0.7236243929999999,0.000440466,0.8842285959999999,0
"('SULFASALAZINE', 'NRG1')",0.354952369,0.099751744,0.371124896,0.103917954,0.0,0.0,0.0,0.0,0.557324841,0.328125,0.746724891,0.826347305,0.0,0.0,0.582346005,0.819456773,0.000440466,0.069557667,0
"('SULFASALAZINE', 'RAB9A')",0.011652505,0.009715522,0.009133801,0.004601699,0.0,0.0,0.0,0.0,0.557324841,0.125,0.6491994179999999,0.759481038,0.0,0.0,0.582346005,0.717773285,0.000440466,0.045345641,0
"('SULFASALAZINE', 'UFO')",0.36242505,0.062483712,0.324678063,0.05751995,0.0,0.0,0.0,0.0,0.557324841,0.09375,0.701601164,0.795409182,0.0,0.0,0.582346005,0.722265686,0.000440466,0.107705949,0
"('SULFASALAZINE', 'EPHA2')",0.189029535,0.051086364,0.187665966,0.042159938,0.0,0.0,0.0,0.0,0.557324841,0.09375,0.684133916,0.783433134,0.0,0.0,0.582346005,0.80628821,0.000440466,0.0,0
"('SULFASALAZINE', 'GGT1')",0.395736176,0.09704865,0.261951331,0.104855522,0.0,0.0,0.023324,0.00687561,0.557324841,0.21875,0.698689956,0.7934131740000001,0.0,0.689900427,0.582346005,0.727846104,0.000440466,0.035680616,0
"('SULFASALAZINE', 'FGFR1')",0.113116079,0.072710078,0.116484829,0.090638773,0.0,0.0,0.00189,0.000369069,0.557324841,0.421875,0.73216885,0.816367265,0.0,0.580369844,0.582346005,0.7325821290000001,0.000440466,1.0,0
"('SULFASALAZINE', 'HLAC')",0.584225901,0.319229931,0.517755353,0.208407697,0.0,0.0,0.14,0.083695177,0.557324841,0.203125,0.698689956,0.7934131740000001,0.0,0.689900427,0.582346005,0.834267125,0.000440466,0.033215904,0
"('SULFASALAZINE', 'MET')",0.352723653,0.197583851,0.346681039,0.156993359,0.0,0.0,0.000378,7.38e-05,0.557324841,0.484375,0.737991266,0.820359281,0.0,0.5860597439999999,0.582346005,0.8213523140000001,0.000440466,0.871972747,0
"('SULFASALAZINE', 'HLAA')",0.381107935,0.320421689,0.352096944,0.248054138,0.0,0.0,0.0938,0.050720953,0.557324841,0.265625,0.705967977,0.798403194,0.0,0.667140825,0.582346005,0.83608042,0.000440466,0.005276844,0
"('SULFASALAZINE', 'LDLR')",0.675105486,0.312901512,0.459939201,0.259623276,0.0,0.0,0.00784,0.001530951,0.557324841,0.296875,0.730713246,0.815369261,0.0,0.669985775,0.582346005,0.8162687890000001,0.000440466,0.009221819,0
"('SULFASALAZINE', 'P85B')",0.149092573,0.053971574,0.111762097,0.037115073,0.014986822,0.003617506,0.0,0.0,0.557324841,0.140625,0.713245997,0.8033932140000001,0.365798414,0.0,0.582346005,0.7694615770000001,0.000440466,0.028586688,0
"('SULFASALAZINE', 'IRAK1')",0.013772152,0.003776705,0.013668961,0.005970001999999999,0.131214325,0.052574188,0.0,0.0,0.557324841,0.078125,0.682678311,0.78243513,0.438278596,0.0,0.582346005,0.705810397,0.000440466,0.643424566,0
"('SULFASALAZINE', 'BRD4')",0.0,0.0,0.070770872,0.018119545,0.010145775,0.002448978,0.0,0.0,0.557324841,0.078125,0.0,0.74251497,0.361268403,0.0,0.582346005,0.667341331,0.000440466,0.012254511,0
"('SULFASALAZINE', 'REEP5')",0.0,0.0,0.228251262,0.062929699,0.371200981,0.14641088800000002,0.0,0.0,0.557324841,0.078125,0.0,0.756487026,0.438278596,0.0,0.582346005,0.790681741,0.000440466,0.0,0
"('SULFASALAZINE', 'PSMD1')",0.353148535,0.09981094,0.28880141600000003,0.110882025,0.410117736,0.16176062300000002,0.0,0.0,0.557324841,0.09375,0.66084425,0.77744511,0.439411099,0.0,0.582346005,0.8222301390000001,0.000440466,0.0,0
"('SULFASALAZINE', 'CO5')",0.0,0.0,0.282661035,0.034040253,0.202561709,0.07989537,0.0,0.0,0.557324841,0.09375,0.0,0.7215568859999999,0.439411099,0.0,0.582346005,0.700880655,0.000440466,0.115003067,0
"('METHIMAZOLE', 'BAG6')",0.368239356,0.06006813,0.2320083,0.008975786,0.0,0.0,0.0992,0.019371217,0.171974522,0.078125,0.247452693,0.454091816,0.0,0.27596017100000003,0.458783871,0.768564769,0.000133749,0.0,0
"('METHIMAZOLE', 'XPO1')",0.0,0.0,0.323215059,0.01550934,0.0,0.0,0.0,0.0,0.171974522,0.109375,0.0,0.525948104,0.0,0.0,0.458783871,1.0,0.000133749,0.0,0
