Drug_Protein Pair,Max DDT,Sum DDT,Max DDDT,Sum DDDT,Max DTTT,Sum DTTT,Max DTDT,Sum DTDT,degree of starting node,degree of ending node,max deg DDT,max deg DDDT,max deg DTTT,max deg DTDT,drug_centrality,target_centrality,betweenness_cen drug,betweenness_cen target,Label
"('METHYLPHENIDATE', 'RBX1')",0.348620046,0.143204049,0.365442601,0.106447669,0.0,0.0,0.0,0.0,0.579617834,0.109375,0.69286754,0.789421158,0.0,0.0,0.7580871920000001,0.6730825309999999,0.010279075,0.01300525,0
"('METHYLPHENIDATE', 'ACE2')",0.477668975,0.278378832,0.349594325,0.16673880800000002,0.0,0.0,0.0,0.0,0.579617834,0.0625,0.6419213970000001,0.754491018,0.0,0.0,0.7580871920000001,0.646408066,0.010279075,0.0,0
"('CARFILZOMIB', 'RBX1')",0.506329114,0.191864468,0.4808455270000001,0.202715982,0.191163119,0.088633109,0.0,0.0,0.891719745,0.109375,0.835516739,0.8872255490000001,0.468856172,0.0,0.847313277,0.6730825309999999,0.000197104,0.01300525,0
"('CARFILZOMIB', 'ACE2')",0.578661844,0.334020184,0.445926983,0.288986676,0.0,0.0,0.0,0.0,0.891719745,0.0625,0.784570597,0.8522954090000001,0.0,0.0,0.847313277,0.646408066,0.000197104,0.0,0
"('BORTEZOMIB', 'RBX1')",0.468543359,0.166686198,0.398435587,0.15035341800000002,0.181604963,0.07060455,0.0,0.0,0.751592357,0.109375,0.77147016,0.843313373,0.419026048,0.0,0.819981273,0.6730825309999999,0.010666625,0.01300525,0
"('IXAZOMIB CITRATE', 'RBX1')",0.441415125,0.176822747,0.42166454,0.177117885,0.14337233900000002,0.050328509,0.0,0.0,0.8598726109999999,0.109375,0.820960699,0.8772455090000001,0.457531144,0.0,0.836300947,0.6730825309999999,0.009118939,0.01300525,0
"('ACENOCOUMAROL', 'RBX1')",0.393811533,0.141691706,0.367255492,0.116932614,0.0,0.0,0.0,0.0,0.624203822,0.109375,0.713245997,0.8033932140000001,0.0,0.0,0.8222982120000001,0.6730825309999999,0.000192075,0.01300525,0
"('HISTAMINE', 'RBX1')",0.3666521170000001,0.098457362,0.362292234,0.053536318,0.0,0.0,0.0,0.0,0.299363057,0.109375,0.561863173,0.6966067859999999,0.0,0.0,0.458512365,0.6730825309999999,0.010332263,0.01300525,0
"('ARTENIMOL', 'RBX1')",0.149561831,0.024396902,0.28022277,0.064856917,0.16715424199999998,0.066656968,0.0,0.0,0.461783439,0.109375,0.639010189,0.75249501,0.31596829,0.0,0.812675743,0.6730825309999999,0.064030172,0.01300525,0
"('MOMETASONE FUROATE', 'RBX1')",0.15974327,0.026057724,0.312970157,0.102656106,0.0,0.0,0.0,0.0,0.598726115,0.109375,0.701601164,0.795409182,0.0,0.0,0.518457133,0.6730825309999999,0.000111625,0.01300525,0
"('UREA', 'RBX1')",0.030379747,0.004955621,0.187179578,0.002941215,0.0,0.0,0.0,0.0,0.031847134,0.109375,0.250363901,0.503992016,0.0,0.0,0.384699493,0.6730825309999999,0.0,0.01300525,0
"('ALBENDAZOLE', 'RBX1')",0.379746835,0.11223046,0.336566707,0.136148852,0.0,0.0,0.0,0.0,0.6624203820000001,0.109375,0.727802038,0.815369261,0.0,0.0,0.514419026,0.6730825309999999,8.609999999999999e-05,0.01300525,0
"('TRIAMTERENE', 'RBX1')",0.41903099,0.128172032,0.365442601,0.069445988,0.0,0.0,0.0,0.0,0.372611465,0.109375,0.595342067,0.7245508979999999,0.0,0.0,0.529210738,0.6730825309999999,0.03965697,0.01300525,0
"('OMEPRAZOLE', 'RBX1')",0.389483934,0.138717286,0.362476391,0.15024464099999998,0.0,0.0,0.0,0.0,0.73566879,0.109375,0.76419214,0.8383233529999999,0.0,0.0,0.524545951,0.6730825309999999,0.003005871,0.01300525,0
"('ALECTINIB', 'RBX1')",0.534458509,0.199118825,0.527575586,0.210694649,0.0,0.0,5.400000000000001e-05,1.05e-05,0.936305732,0.109375,0.855895197,0.901197605,0.0,0.6941678520000001,0.776108425,0.6730825309999999,0.000159895,0.01300525,0
"('ALECTINIB', 'ACE2')",0.562587905,0.302115227,0.451019839,0.291584295,0.0,0.0,0.0,0.0,0.936305732,0.0625,0.804949054,0.866267465,0.0,0.0,0.776108425,0.646408066,0.000159895,0.0,0
"('CRIZOTINIB', 'RBX1')",0.47257384,0.182265905,0.488091145,0.182944422,0.0,0.0,0.0009,0.000275532,0.8184713379999999,0.109375,0.8020378459999999,0.8642714570000001,0.0,0.876244666,0.754445609,0.6730825309999999,1.02e-05,0.01300525,0
"('CRIZOTINIB', 'ACE2')",0.562587905,0.298924631,0.451019839,0.25368296,0.0,0.0,0.0,0.0,0.8184713379999999,0.0625,0.7510917029999999,0.829341317,0.0,0.0,0.754445609,0.646408066,1.02e-05,0.0,0
"('IXAZOMIB', 'RBX1')",0.374544824,0.143325833,0.36293957,0.124302693,0.0,0.0,0.0,0.0,0.636942675,0.109375,0.719068413,0.80738523,0.0,0.0,0.516147586,0.6730825309999999,9.12e-05,0.01300525,0
"('CERITINIB', 'RBX1')",0.370219137,0.135876115,0.369473218,0.165964785,0.0,0.0,0.0,0.0,0.757961783,0.109375,0.774381368,0.845309381,0.0,0.0,0.526292628,0.6730825309999999,9.37e-05,0.01300525,0
"('LORLATINIB', 'RBX1')",0.506329114,0.18748406,0.4808455270000001,0.198544295,0.0,0.0,0.0,0.0,0.8503184709999999,0.109375,0.8165938859999999,0.874251497,0.0,0.0,0.5365443560000001,0.6730825309999999,0.00016492299999999998,0.01300525,0
"('TRETINOIN', 'RBX1')",0.0,0.0,0.199737357,0.011398053,0.0,0.0,0.0,0.0,0.162420382,0.109375,0.0,0.634730539,0.0,0.0,0.6197255620000001,0.6730825309999999,1.77e-05,0.01300525,0
"('MIDOSTAURIN', 'RBX1')",0.601724455,0.221612314,0.54655531,0.216223247,0.0,0.0,0.0,0.0,0.923566879,0.109375,0.85007278,0.897205589,0.0,0.0,0.661852315,0.6730825309999999,9.62e-05,0.01300525,0
"('VENETOCLAX', 'RBX1')",0.4459412370000001,0.165742354,0.419085552,0.18684251,0.0,0.0,0.0,0.0,0.8152866240000001,0.109375,0.800582242,0.863273453,0.0,0.0,0.532137588,0.6730825309999999,0.0,0.01300525,0
"('DAUNORUBICIN', 'RBX1')",0.477396021,0.185113357,0.47851712,0.17124460000000002,0.011976193,0.003704572,0.003136,0.001321226,0.853503185,0.109375,0.8180494909999999,0.875249501,0.481313703,0.846372688,0.8867162609999999,0.6730825309999999,0.118573344,0.01300525,0
"('VORINOSTAT', 'RBX1')",0.417922444,0.154784192,0.406047334,0.071486105,0.0,0.0,0.0,0.0,0.404458599,0.109375,0.612809316,0.734530938,0.0,0.0,0.6255012529999999,0.6730825309999999,0.000108608,0.01300525,0
"('LOMITAPIDE MESYLATE', 'RBX1')",0.476545048,0.177087387,0.467679519,0.178579298,0.355291032,0.085759838,0.0,0.0,0.808917197,0.109375,0.797671033,0.861277445,0.439411099,0.0,0.7215048159999999,0.6730825309999999,8.609999999999999e-05,0.01300525,0
"('LOMITAPIDE MESYLATE', 'ACE2')",0.500078137,0.295394663,0.431351304,0.244885151,0.0,0.0,0.0,0.0,0.808917197,0.0625,0.746724891,0.826347305,0.0,0.0,0.7215048159999999,0.646408066,8.609999999999999e-05,0.0,0
"('METHYLDOPA', 'RBX1')",0.369700623,0.13935589199999998,0.354075001,0.108471789,0.017764552,0.004287992,0.0,0.0,0.6719745220000001,0.109375,0.735080058,0.818363273,0.390713477,0.0,0.995058489,0.6730825309999999,0.265503053,0.01300525,0
"('RALOXIFENE HYDROCHLORIDE', 'RBX1')",0.484934926,0.183188651,0.484252879,0.185856549,0.063952386,0.015436771,0.0,0.0,0.875796178,0.109375,0.828238719,0.882235529,0.463193658,0.0,0.7342753209999999,0.6730825309999999,0.000195092,0.01300525,0
"('RALOXIFENE HYDROCHLORIDE', 'ACE2')",0.471649038,0.282917972,0.46957855,0.259861821,0.0,0.0,0.0,0.0,0.875796178,0.0625,0.7772925759999999,0.8473053890000001,0.0,0.0,0.7342753209999999,0.646408066,0.000195092,0.0,0
"('SODIUM STIBOGLUCONATE', 'RBX1')",0.15498073699999998,0.032360306,0.276108394,0.06387301299999999,0.168566529,0.040688441,0.0012,0.00023432900000000005,0.382165605,0.109375,0.602620087,0.72754491,0.289920725,0.516358464,0.66585956,0.6730825309999999,0.00022325,0.01300525,0
"('IRINOTECAN', 'RBX1')",0.59181325,0.225831026,0.5576559170000001,0.233106483,0.040455967,0.009765226,0.000288,9.51e-05,0.958598726,0.109375,0.866084425,0.908183633,0.494903737,0.93883357,0.928782329,0.6730825309999999,0.086492776,0.01300525,0
"('IRINOTECAN', 'ACE2')",0.519311912,0.309424744,0.480295989,0.316080648,0.0,0.0,0.0,0.0,0.958598726,0.0625,0.815138282,0.873253493,0.0,0.0,0.928782329,0.646408066,0.086492776,0.0,0
"('TOPOTECAN', 'RBX1')",0.546302465,0.208145505,0.498330819,0.224066549,0.112939574,0.027261255,0.0008039999999999999,0.000157001,0.955414013,0.109375,0.8646288209999999,0.907185629,0.493771234,0.772403983,0.741076808,0.6730825309999999,7.340000000000001e-05,0.01300525,0
"('TOPOTECAN', 'ACE2')",0.493004663,0.292515979,0.436071754,0.298274705,0.0,0.0,0.0,0.0,0.955414013,0.0625,0.8136826779999999,0.872255489,0.0,0.0,0.741076808,0.646408066,7.340000000000001e-05,0.0,0
"('DOXORUBICIN', 'RBX1')",0.451590831,0.14295021800000002,0.427811095,0.189403209,0.017108847,0.004943487,0.00448,0.001665104,0.904458599,0.109375,0.838427948,0.891217565,0.499433749,0.86913229,0.883040686,0.6730825309999999,0.073459771,0.01300525,0
"('CYCLOPHOSPHAMIDE', 'ACE2')",0.484314805,0.268815832,0.457938636,0.211642664,0.0,0.0,0.0,0.0,0.7038216559999999,0.0625,0.698689956,0.7934131740000001,0.0,0.0,0.928358325,0.646408066,0.166522163,0.0,0
"('CAFFEINE', 'RBX1')",0.571661903,0.194320174,0.579446191,0.171698983,0.005056995999999999,0.001220653,9.6e-05,3.98e-05,0.74522293,0.109375,0.768558952,0.841317365,0.419026048,0.6984352770000001,0.768716982,0.6730825309999999,0.012523342,0.01300525,0
"('HEXYLRESORCINOL', 'RBX1')",0.122183026,0.019930803,0.238562207,0.034165421,0.013485322,0.003255075,9.6e-05,1.87e-05,0.305732484,0.109375,0.56768559,0.7035928140000001,0.262740657,0.482219061,0.636500449,0.6730825309999999,0.009732575,0.01300525,0
"('ETOPOSIDE', 'RBX1')",0.361663653,0.138187389,0.33634173,0.123338392,0.112918391,0.027256142,0.029568,0.005906268,0.6656050960000001,0.109375,0.73216885,0.816367265,0.414496036,0.762446657,0.716228272,0.6730825309999999,0.049734959,0.01300525,0
"('TENIPOSIDE', 'RBX1')",0.356569798,0.136202357,0.331321704,0.12234717,0.150557854,0.036341523,0.039424,0.01004999,0.656050955,0.109375,0.727802038,0.813373253,0.411098528,0.758179232,0.568564795,0.6730825309999999,0.000303701,0.01300525,0
"('FINAFLOXACIN', 'RBX1')",0.651985434,0.240790122,0.613242721,0.23016234,0.17108847,0.041297185,0.0448,0.008924038,0.952229299,0.109375,0.863173217,0.906187625,0.516421291,0.890469417,0.603851485,0.6730825309999999,3.04e-05,0.01300525,0
"('FINAFLOXACIN', 'ACE2')",0.59181325,0.330573568,0.53820422,0.310581229,0.0,0.0,0.0,0.0,0.952229299,0.0625,0.812227074,0.871257485,0.0,0.0,0.603851485,0.646408066,3.04e-05,0.0,0
"('VALRUBICIN', 'RBX1')",0.46835443,0.19517015,0.428605519,0.209163404,0.17108847,0.041297185,0.0448,0.008924038,0.958598726,0.109375,0.866084425,0.908183633,0.518686297,0.893314367,0.605112326,0.6730825309999999,3.04e-05,0.01300525,0
"('DEXRAZOXANE', 'RBX1')",0.571661903,0.214911294,0.56913192,0.185370578,0.17108847,0.041297185,0.0448,0.008924038,0.834394904,0.109375,0.8093158659999999,0.869261477,0.474518686,0.837837838,0.586362808,0.6730825309999999,7.85e-05,0.01300525,0
"('DEXRAZOXANE', 'ACE2')",0.583565758,0.328090967,0.429437158,0.263934709,0.0,0.0,0.0,0.0,0.834394904,0.0625,0.7583697229999999,0.8343313370000001,0.0,0.0,0.586362808,0.646408066,7.85e-05,0.0,0
"('MOXIFLOXACIN', 'RBX1')",0.6381134039999999,0.236093634,0.600727563,0.23682172,0.13344900699999998,0.032211804,0.034944,0.00696075,0.98089172,0.109375,0.876273654,0.915169661,0.526613817,0.903271693,0.603536518,0.6730825309999999,9.12e-05,0.01300525,0
"('MOXIFLOXACIN', 'ACE2')",0.578661844,0.337612559,0.56211893,0.320429269,0.0,0.0,0.0,0.0,0.98089172,0.0625,0.8253275109999999,0.8802395209999999,0.0,0.0,0.603536518,0.646408066,9.12e-05,0.0,0
"('ENOXACIN', 'RBX1')",0.561067396,0.213641045,0.565703501,0.23133244100000006,0.13344900699999998,0.032211804,0.034944,0.00696075,0.984076433,0.109375,0.877729258,0.916167665,0.527746319,0.904694168,0.603851485,0.6730825309999999,8.109999999999999e-05,0.01300525,0
"('ENOXACIN', 'ACE2')",0.610369343,0.33621929700000003,0.632108247,0.314591974,0.0,0.0,0.0,0.0,0.984076433,0.0625,0.826783115,0.881237525,0.0,0.0,0.603851485,0.646408066,8.109999999999999e-05,0.0,0
"('DAUNORUBICIN CITRATE', 'RBX1')",0.457777008,0.180445533,0.457069608,0.174597124,0.100942197,0.024365339,0.026432,0.0052651830000000005,0.8503184709999999,0.109375,0.8165938859999999,0.874251497,0.4801812,0.844950213,0.594444877,0.6730825309999999,3.8e-05,0.01300525,0
"('AMSACRINE', 'RBX1')",0.3945421670000001,0.141632961,0.331182357,0.13009195699999998,0.100942197,0.024365339,0.026432,0.0052651830000000005,0.627388535,0.109375,0.7147016009999999,0.804391218,0.400906002,0.745376956,0.556172418,0.6730825309999999,0.000121681,0.01300525,0
"('MITOXANTRONE', 'RBX1')",0.506329114,0.195900686,0.484488296,0.188981919,0.032506809,0.007846465,0.008512,0.001695567,0.920382166,0.109375,0.848617176,0.896207585,0.505096263,0.876244666,0.7577224859999999,0.6730825309999999,0.012928631,0.01300525,0
"('MITOXANTRONE', 'ACE2')",0.514366084,0.284797713,0.5109641629999999,0.26568089300000003,0.0,0.0,0.0,0.0,0.920382166,0.0625,0.797671033,0.861277445,0.0,0.0,0.7577224859999999,0.646408066,0.012928631,0.0,0
"('LOMEFLOXACIN', 'RBX1')",0.546302465,0.209377343,0.548560971,0.231743251,0.066724503,0.016105902,0.017472,0.003480375,1.0,0.109375,0.885007278,0.921157685,0.5334088339999999,0.911806543,0.610171425,0.6730825309999999,7.09e-05,0.01300525,0
"('LOMEFLOXACIN', 'ACE2')",0.684614013,0.361993875,0.596991122,0.319110225,0.0,0.0,0.0,0.0,1.0,0.0625,0.834061135,0.886227545,0.0,0.0,0.610171425,0.646408066,7.09e-05,0.0,0
"('PEFLOXACIN', 'RBX1')",0.499578059,0.19171207,0.504322183,0.218749257,0.049615656,0.011976184,0.012991999999999998,0.002587971,0.961783439,0.109375,0.867540029,0.909181637,0.5198188,0.894736842,0.603851485,0.6730825309999999,4.820000000000001e-05,0.01300525,0
"('PEFLOXACIN', 'ACE2')",0.590717299,0.320405637,0.6208477729999999,0.299714787,0.0,0.0,0.0,0.0,0.961783439,0.0625,0.8165938859999999,0.874251497,0.0,0.0,0.603851485,0.646408066,4.820000000000001e-05,0.0,0
"('NORFLOXACIN', 'RBX1')",0.576652602,0.218864411,0.566178678,0.230807273,0.049615656,0.011976184,0.012991999999999998,0.002587971,0.987261146,0.109375,0.879184862,0.917165669,0.528878822,0.906116643,0.60416655,0.6730825309999999,4.05e-05,0.01300525,0
"('NORFLOXACIN', 'ACE2')",0.627562846,0.34570178100000004,0.6512630420000001,0.314853806,0.0,0.0,0.0,0.0,0.987261146,0.0625,0.828238719,0.882235529,0.0,0.0,0.60416655,0.646408066,4.05e-05,0.0,0
"('PODOFILOX', 'RBX1')",0.164597147,0.041847464,0.322994835,0.104560615,0.039350348,0.009498353,0.010304,0.002052529,0.582802548,0.109375,0.6943231440000001,0.7904191620000001,0.385050963,0.7254623040000001,0.554371818,0.6730825309999999,0.000210177,0.01300525,0
"('CIPROFLOXACIN', 'RBX1')",0.593128391,0.222631512,0.582589654,0.220366388,0.035928579,0.008672409,0.009408,0.001874048,0.926751592,0.109375,0.8515283840000001,0.898203593,0.5073612679999999,0.8790896159999999,0.596006582,0.6730825309999999,3.55e-05,0.01300525,0
"('CIPROFLOXACIN', 'ACE2')",0.576652602,0.32391448,0.61050031,0.29727584,0.0,0.0,0.0,0.0,0.926751592,0.0625,0.800582242,0.863273453,0.0,0.0,0.596006582,0.646408066,3.55e-05,0.0,0
"('IDARUBICIN', 'RBX1')",0.491437082,0.189053487,0.464845201,0.17243473199999998,0.025663271,0.006194578,0.00672,0.001338606,0.8503184709999999,0.109375,0.8165938859999999,0.874251497,0.4801812,0.844950213,0.59413283,0.6730825309999999,5.570000000000001e-05,0.01300525,0
"('OFLOXACIN', 'RBX1')",0.526582278,0.200205662,0.517484162,0.218739837,0.017108847,0.004129718,0.00448,0.000892404,0.923566879,0.109375,0.85007278,0.897205589,0.506228766,0.877667141,0.5981970289999999,0.6730825309999999,2.03e-05,0.01300525,0
"('OFLOXACIN', 'ACE2')",0.574751968,0.307964316,0.566341419,0.297711771,0.0,0.0,0.0,0.0,0.923566879,0.0625,0.799126638,0.8622754490000001,0.0,0.0,0.5981970289999999,0.646408066,2.03e-05,0.0,0
"('ETOPOSIDE PHOSPHATE', 'RBX1')",0.34609838200000004,0.131348314,0.320645783,0.122629356,0.013687078,0.003303775,0.003584000000000001,0.000713923,0.646496815,0.109375,0.723435226,0.810379242,0.407701019,0.753911807,0.5664380529999999,0.6730825309999999,0.018734359,0.01300525,0
"('HYDROQUINONE', 'RBX1')",0.0,0.0,0.154746618,0.003057158,0.011976193,0.002890803,0.003136,0.000624683,0.06687898099999999,0.109375,0.0,0.525948104,0.201585504,0.495021337,0.433335591,0.6730825309999999,0.003871115,0.01300525,0
"('DACTINOMYCIN', 'RBX1')",0.665857465,0.243169064,0.6257578779999999,0.237714677,0.011976193,0.002890803,0.003136,0.000624683,0.955414013,0.109375,0.8646288209999999,0.907185629,0.517553794,0.8918918920000001,0.605427784,0.6730825309999999,0.00011967,0.01300525,0
"('DACTINOMYCIN', 'ACE2')",0.5670886079999999,0.326014328,0.472096335,0.321629945,0.0,0.0,0.0,0.0,0.955414013,0.0625,0.8136826779999999,0.872255489,0.0,0.0,0.605427784,0.646408066,0.00011967,0.0,0
"('DIGITOXIN', 'RBX1')",0.369483408,0.143956825,0.35803498100000003,0.119322391,0.011976193,0.002890803,0.003136,0.000624683,0.636942675,0.109375,0.719068413,0.80738523,0.404303511,0.749644381,0.567045227,0.6730825309999999,0.0007290819999999999,0.01300525,0
"('PACLITAXEL', 'RBX1')",0.3813907620000001,0.14708669900000002,0.34433061299999995,0.145626853,0.001710885,0.000412972,0.0004480000000000001,0.00014196399999999998,0.780254777,0.109375,0.784570597,0.8522954090000001,0.455266138,0.859174964,1.0,0.6730825309999999,0.194828719,0.01300525,0
"('IDARUBICIN HYDROCHLORIDE', 'RBX1')",0.470672134,0.180764638,0.469488494,0.170591992,0.006843538000000001,0.001651887,0.0017920000000000004,0.00035696199999999995,0.847133758,0.109375,0.815138282,0.873253493,0.479048698,0.8435277379999999,0.592574025,0.6730825309999999,0.002013685,0.01300525,0
"('VINCRISTINE', 'RBX1')",0.618116061,0.227500206,0.582885254,0.243497004,0.0034217690000000003,0.0008259439999999999,0.0008960000000000002,0.00017848099999999995,1.0,0.109375,0.885007278,0.921157685,0.5334088339999999,0.911806543,0.8195955840000001,0.6730825309999999,0.001165194,0.01300525,0
"('VINCRISTINE', 'ACE2')",0.562587905,0.33761998600000004,0.568128666,0.332840799,0.0,0.0,0.0,0.0,1.0,0.0625,0.834061135,0.886227545,0.0,0.0,0.8195955840000001,0.646408066,0.001165194,0.0,0
"('DOXORUBICIN HYDROCHLORIDE', 'RBX1')",0.433996384,0.18825306,0.434054264,0.18455610600000005,0.0034217690000000003,0.0008259439999999999,0.0008960000000000002,0.00017848099999999995,0.882165605,0.109375,0.831149927,0.884231537,0.491506229,0.859174964,0.7317802720000001,0.6730825309999999,0.019704511,0.01300525,0
"('MITOXANTRONE HYDROCHLORIDE', 'RBX1')",0.484314805,0.188133858,0.482577264,0.183985605,0.0034217690000000003,0.0008259439999999999,0.0008960000000000002,0.00017848099999999995,0.8885350320000001,0.109375,0.834061135,0.886227545,0.493771234,0.862019915,0.592262549,0.6730825309999999,0.004625328,0.01300525,0
"('MITOXANTRONE HYDROCHLORIDE', 'ACE2')",0.53611318,0.285807544,0.490237221,0.257694847,0.0,0.0,0.0,0.0,0.8885350320000001,0.0625,0.783114993,0.851297405,0.0,0.0,0.592262549,0.646408066,0.004625328,0.0,0
"('DAUNORUBICIN HYDROCHLORIDE', 'RBX1')",0.457777008,0.17718493,0.459298009,0.17141825300000002,0.0034217690000000003,0.0008259439999999999,0.0008960000000000002,0.00017848099999999995,0.8375796179999999,0.109375,0.81077147,0.870259481,0.475651189,0.8392603129999999,0.591328714,0.6730825309999999,0.005907045,0.01300525,0
"('DEOXYCHOLIC ACID', 'RBX1')",0.15679869400000002,0.025577397,0.296052852,0.088928714,0.189649955,0.04577754,0.0,0.0,0.566878981,0.109375,0.6870451240000001,0.785429142,0.349943375,0.0,0.578038126,0.6730825309999999,0.000818583,0.01300525,0
"('LIOTHYRONINE', 'RBX1')",0.363924051,0.102341805,0.318421883,0.100934309,0.189649955,0.04577754,0.0,0.0,0.573248408,0.109375,0.6899563320000001,0.78742515,0.352208381,0.0,0.586362808,0.6730825309999999,0.000222244,0.01300525,0
"('CAPSAICIN', 'RBX1')",0.376130198,0.157079396,0.403061693,0.164992532,0.189649955,0.04577754,0.0,0.0,0.863057325,0.109375,0.822416303,0.8782435129999999,0.455266138,0.0,0.624857891,0.6730825309999999,0.000260458,0.01300525,0
"('PENTOXIFYLLINE', 'RBX1')",0.578661844,0.212788981,0.548163902,0.215874936,0.153616464,0.037079807,0.0,0.0,0.904458599,0.109375,0.841339156,0.891217565,0.469988675,0.0,0.626145007,0.6730825309999999,5.320000000000001e-05,0.01300525,0
"('PENTOXIFYLLINE', 'ACE2')",0.457777008,0.282194354,0.450105709,0.28641091,0.0,0.0,0.0,0.0,0.904458599,0.0625,0.790393013,0.856287425,0.0,0.0,0.626145007,0.646408066,5.320000000000001e-05,0.0,0
"('HYDRALAZINE', 'RBX1')",0.348620046,0.08935462599999999,0.310750511,0.039781299,0.0,0.0,0.0,0.0,0.251592357,0.109375,0.540029112,0.681636727,0.0,0.0,0.6635201310000001,0.6730825309999999,0.004290965999999999,0.01300525,0
"('GEMCITABINE', 'RBX1')",0.562587905,0.20416748,0.5359391729999999,0.197222509,0.150765662,0.036391683,6.4e-05,1.4300000000000004e-05,0.847133758,0.109375,0.815138282,0.873253493,0.446206116,0.889046942,0.925817511,0.6730825309999999,0.044728829000000005,0.01300525,0
"('LUCINACTANT', 'RBX1')",0.362743246,0.13244005,0.381979143,0.105858719,0.579873515,0.205543252,0.0,0.0,0.52866242,0.109375,0.669577875,0.7734530940000001,0.332955832,0.0,0.533604307,0.6730825309999999,0.000203137,0.01300525,0
"('LUCINACTANT', 'ACE2')",0.6496298070000001,0.252566154,0.510166077,0.158910379,0.0,0.0,0.0,0.0,0.52866242,0.0625,0.618631732,0.738522954,0.0,0.0,0.533604307,0.646408066,0.000203137,0.0,0
"('LAMOTRIGINE', 'RBX1')",0.34274586100000004,0.062322723,0.323834742,0.062870549,0.400112725,0.141824844,0.0,0.0,0.350318471,0.109375,0.585152838,0.71756487,0.269535674,0.0,0.7278711179999999,0.6730825309999999,9.37e-05,0.01300525,0
"('PYRANTEL PAMOATE', 'RBX1')",0.480363518,0.171627186,0.456803251,0.203535802,0.142741854,0.034454904,0.0,0.0,0.926751592,0.109375,0.8515283840000001,0.898203593,0.475651189,0.0,0.7400000409999999,0.6730825309999999,8.02e-05,0.01300525,0
"('PYRANTEL PAMOATE', 'ACE2')",0.474237832,0.291229311,0.419391613,0.278812938,0.0,0.0,0.0,0.0,0.926751592,0.0625,0.800582242,0.863273453,0.0,0.0,0.7400000409999999,0.646408066,8.02e-05,0.0,0
"('HEXACHLOROPHENE', 'RBX1')",0.0,0.0,0.209166064,0.011807844,0.015701603999999997,0.003790039,0.0,0.0,0.140127389,0.109375,0.0,0.625748503,0.19592299,0.0,0.609854495,0.6730825309999999,0.000587288,0.01300525,0
"('FOSTAMATINIB', 'RBX1')",0.455127293,0.17689921,0.411346606,0.199240732,0.0,0.0,0.0,0.0,0.910828025,0.109375,0.8442503640000001,0.8932135729999999,0.0,0.0,0.991477304,0.6730825309999999,0.855880888,0.01300525,0
"('SORAFENIB', 'RBX1')",0.440286186,0.160265339,0.427367154,0.159588761,0.0,0.0,6.4e-05,1.6e-05,0.77388535,0.109375,0.7816593890000001,0.8502994009999999,0.0,0.8563300140000001,0.984346649,0.6730825309999999,1.0,0.01300525,0
"('GEFITINIB', 'RBX1')",0.466355763,0.184997509,0.46761275,0.206656599,0.0,0.0,0.00032,8.18e-05,0.898089172,0.109375,0.838427948,0.889221557,0.0,0.911806543,0.976816327,0.6730825309999999,0.060946154,0.01300525,0
"('GEFITINIB', 'ACE2')",0.5990372620000001,0.296967961,0.537154455,0.281332255,0.0,0.0,0.0,0.0,0.898089172,0.0625,0.787481805,0.854291417,0.0,0.0,0.976816327,0.646408066,0.060946154,0.0,0
"('IMATINIB', 'RBX1')",0.484314805,0.165338726,0.504528964,0.18642394,0.0,0.0,9e-06,1.76e-06,0.8184713379999999,0.109375,0.799126638,0.8642714570000001,0.0,0.6415362729999999,0.833564535,0.6730825309999999,0.03921225,0.01300525,0
"('IMATINIB', 'ACE2')",0.53611318,0.316173149,0.461193219,0.261426573,0.0,0.0,0.0,0.0,0.8184713379999999,0.0625,0.7510917029999999,0.829341317,0.0,0.0,0.833564535,0.646408066,0.03921225,0.0,0
"('ETHINYL ESTRADIOL', 'RBX1')",0.205379747,0.05652171900000001,0.314052235,0.057168328,0.0,0.0,0.0432,0.008435851999999999,0.417197452,0.109375,0.618631732,0.738522954,0.0,0.517780939,0.479372716,0.6730825309999999,0.00027152,0.01300525,0
"('ROMIDEPSIN', 'RBX1')",0.464135021,0.17144752,0.425515357,0.157433832,0.0,0.0,0.000256,5.7e-05,0.732484076,0.109375,0.7627365359999999,0.8373253490000001,0.0,0.837837838,0.821139147,0.6730825309999999,0.000385157,0.01300525,0
"('VALPROIC ACID', 'RBX1')",0.0,0.0,0.197617903,0.004576985,0.0,0.0,0.0,0.0,0.101910828,0.109375,0.0,0.608782435,0.0,0.0,0.592262549,0.6730825309999999,3.04e-05,0.01300525,0
"('BELINOSTAT', 'RBX1')",0.0,0.0,0.265635528,0.021263911,0.0,0.0,0.0,0.0,0.130573248,0.109375,0.0,0.618762475,0.0,0.0,0.552275259,0.6730825309999999,0.0,0.01300525,0
"('PANOBINOSTAT', 'RBX1')",0.416160915,0.158920346,0.418736313,0.163537309,0.0,0.0,0.0,0.0,0.8248407640000001,0.109375,0.804949054,0.866267465,0.0,0.0,0.679328991,0.6730825309999999,0.00025543,0.01300525,0
"('PANOBINOSTAT', 'ACE2')",0.506329114,0.304490417,0.494099957,0.239194743,0.0,0.0,0.0,0.0,0.8248407640000001,0.0625,0.7540029109999999,0.831337325,0.0,0.0,0.679328991,0.646408066,0.00025543,0.0,0
