Drug_Protein Pair,Max DDT,Sum DDT,Max DDDT,Sum DDDT,Max DTTT,Sum DTTT,Max DTDT,degree of starting node,degree of ending node,max deg DDT,max deg DDDT,max deg DTTT,max deg DTDT_x,drug_centrality,target_centrality,betweenness_cen drug,betweenness_cen target,Label_x,max deg DTDT_y,Label_y
"('CHLORAMBUCIL', 'RFC1')",0.35933033924050634,0.05861486908436945,0.3738717082518827,0.03680271078710836,0.0,0.0,0.0,0.5047619047619047,0.030769230769230767,0.6128093158660844,0.7345309381237525,0.0,0.0,0.8520335488196712,0.7395065691481814,0.00017699102051141897,0.0,0,0.0,1
"('TICLOPIDINE', 'BLVRB')",0.0,0.0,0.3171003857074187,0.04484428604221078,0.0650820927872581,0.01570945851305837,0.0,0.5047619047619047,0.030769230769230767,0.0,0.7634730538922155,0.7406568516421291,0.0,0.9369996521903584,0.7434369460734863,0.00015989529693929326,0.0,0,0.0,1
"('CHLORAMBUCIL', 'BLVRB')",0.0,0.0,0.3090477684986381,0.045014967231323484,0.0,0.0,0.0,0.5047619047619047,0.030769230769230767,0.0,0.7634730538922155,0.0,0.0,0.8520335488196712,0.7434369460734863,0.00017699102051141897,0.0,0,0.0,1
"('TICLOPIDINE', 'ACLY')",0.0,0.0,0.3267559932062169,0.04510278347105498,0.07348701247414736,0.017738230660235308,0.0,0.5047619047619047,0.030769230769230767,0.0,0.7724550898203593,0.7406568516421291,0.0,0.9369996521903584,0.7452373250389798,0.00015989529693929326,0.0,0,0.0,1
"('CHLORAMBUCIL', 'ACLY')",0.0,0.0,0.331086494087486,0.04696450052420691,0.0,0.0,0.0,0.5047619047619047,0.030769230769230767,0.0,0.7724550898203593,0.0,0.0,0.8520335488196712,0.7452373250389798,0.00017699102051141897,0.0,0,0.0,1
"('TICLOPIDINE', 'CRKL')",0.4318597863291139,0.13163719800816165,0.3644386373978529,0.08001996373728265,0.1099083311173342,0.026529576631335386,0.0,0.5047619047619047,0.04615384615384616,0.6506550218340611,0.7604790419161677,0.7417893544733862,0.0,0.9369996521903584,0.7469255650823007,0.00015989529693929326,0.0,0,0.0,1
"('CHLORAMBUCIL', 'CRKL')",0.34798619139240505,0.1094567563417896,0.3188125174811729,0.07172188865207874,0.0,0.0,0.00252,0.5047619047619047,0.04615384615384616,0.6506550218340611,0.7604790419161677,0.0,0.7254623044096729,0.8520335488196712,0.7469255650823007,0.00017699102051141897,0.0,0,0.0,1
"('TICLOPIDINE', 'STAT6')",0.08872814987341772,0.014473559065235815,0.07804179176414036,0.013385518784127848,0.0987017715348152,0.02382454710176613,0.0,0.5047619047619047,0.04615384615384616,0.6564774381368268,0.7644710578842315,0.7417893544733862,0.0,0.9369996521903584,0.7483787295933746,0.00015989529693929326,0.0,0,0.0,1
"('CHLORAMBUCIL', 'STAT6')",0.05003723037974683,0.008162198923287227,0.0710237554238103,0.013566076694047684,0.0,0.0,0.0,0.5047619047619047,0.04615384615384616,0.6404657933042213,0.7644710578842315,0.0,0.0,0.8520335488196712,0.7483787295933746,0.00017699102051141897,0.0,0,0.0,1
"('CLOZAPINE', 'INT2')",0.47257384,0.07708743387169915,0.4666307784008973,0.062253782922244864,0.020830383748271168,0.006981587467045971,0.0,0.6126984126984127,0.04615384615384616,0.6986899563318777,0.7934131736526946,0.8006795016987542,0.0,0.9063973068848415,0.7584620445949191,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'INT2')",0.33755274227848103,0.05506245267110662,0.3047601397211986,0.04669519579140603,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.6986899563318777,0.7934131736526946,0.0,0.0,0.8156339943512089,0.7584620445949191,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'NUBPL')",0.18690777620253166,0.03048886675174191,0.15716973049190835,0.023090827613898333,0.0,0.0,0.0,0.6126984126984127,0.030769230769230767,0.6783114992721979,0.7794411177644709,0.0,0.0,0.9063973068848415,0.649317766896674,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'NUBPL')",0.0,0.0,0.09963896657586924,0.015340538427360797,0.0,0.0,0.0,0.6126984126984127,0.030769230769230767,0.0,0.7794411177644709,0.0,0.0,0.8156339943512089,0.649317766896674,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'PSME3')",0.1962025316455696,0.032005050647085774,0.17123404582598942,0.039372565860829316,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.6943231441048034,0.7904191616766467,0.0,0.0,0.9063973068848415,0.639069637765758,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'PSME3')",0.2424674632911392,0.039551902708991116,0.1932629135074508,0.03850070548225442,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.6943231441048034,0.7904191616766467,0.0,0.0,0.8156339943512089,0.639069637765758,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'ISG15')",0.4050632911392405,0.0660749432714029,0.4148102829674732,0.06531212957206067,0.028199081087488517,0.00945130684451322,0.0,0.6126984126984127,0.030769230769230767,0.7234352256186317,0.8103792415169659,0.7995469988674971,0.0,0.9063973068848415,0.7463217468869141,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'ISG15')",0.4358275918987342,0.07109329342046433,0.3891552548630027,0.05741155052554739,0.0,0.0,0.0,0.6126984126984127,0.030769230769230767,0.7234352256186317,0.8103792415169659,0.0,0.0,0.8156339943512089,0.7463217468869141,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'RIPK1')",0.3028768698734177,0.055267524021355256,0.2438221628585163,0.036359263080348855,0.023133101927014958,0.007753374835320595,0.0,0.6126984126984127,0.061538461538461535,0.7045123726346434,0.7974051896207585,0.8018120045300113,0.0,0.9063973068848415,0.7477725582339146,0.009557153080529214,0.0035397131119695273,0,0.0,1
"('ORLISTAT', 'RIPK1')",0.0,0.0,0.12928029226085566,0.019957017851590098,0.0,0.0,0.0,0.6126984126984127,0.061538461538461535,0.0,0.7974051896207585,0.0,0.0,0.8156339943512089,0.7477725582339146,0.0004223649353113407,0.0035397131119695273,0,0.0,1
"('CLOZAPINE', 'ARF6')",0.2029580283544304,0.03310702426842458,0.2140980688992149,0.03327015996583889,0.007474621642608313,0.002505221535099356,0.0,0.6126984126984127,0.04615384615384616,0.7117903930131004,0.8023952095808383,0.8006795016987542,0.0,0.9063973068848415,0.7437963247185673,0.009557153080529214,0.007136812315856923,0,0.0,1
"('ORLISTAT', 'ARF6')",0.23465735493670886,0.03827789818241183,0.22837127280884476,0.03081339965351415,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.7117903930131004,0.8023952095808383,0.0,0.0,0.8156339943512089,0.7437963247185673,0.0004223649353113407,0.007136812315856923,0,0.0,1
"('CLOZAPINE', 'NSD2')",0.03209128202531645,0.005234810672094397,0.03321338811087966,0.0044164693294160345,0.017606578922601947,0.005901085302220161,0.0,0.6126984126984127,0.04615384615384616,0.7074235807860262,0.7994011976047904,0.8006795016987542,0.0,0.9063973068848415,0.7433172288512674,0.009557153080529214,0.003324534844470521,0,0.0,1
"('ORLISTAT', 'NSD2')",0.035053554430379746,0.005718024000481926,0.03193526063130909,0.00467143570056805,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.7074235807860262,0.7994011976047904,0.0,0.0,0.8156339943512089,0.7433172288512674,0.0004223649353113407,0.003324534844470521,0,0.0,1
"('CLOZAPINE', 'NEK9')",0.13654552911392406,0.02227365028509786,0.14020345970197085,0.02074232867607264,0.01254060080308187,0.004203153544291977,0.0,0.6126984126984127,0.04615384615384616,0.7030567685589519,0.7964071856287425,0.8006795016987542,0.0,0.9063973068848415,0.7415261050468331,0.009557153080529214,0.0030770791249487357,0,0.0,1
"('ORLISTAT', 'NEK9')",0.0,0.0,0.1282801274154783,0.0168173811404601,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.0,0.7964071856287425,0.0,0.0,0.8156339943512089,0.7415261050468331,0.0004223649353113407,0.0030770791249487357,0,0.0,1
"('CLOZAPINE', 'RFC1')",0.34211426632911385,0.055806539951958486,0.398016065630508,0.04818091713390995,0.03096234206921828,0.010377451485431215,0.0,0.6126984126984127,0.030769230769230767,0.6622998544395924,0.7684630738522954,0.7995469988674971,0.0,0.9063973068848415,0.7395065691481814,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'RFC1')",0.0,0.0,0.2966955449447204,0.04175247116350412,0.0,0.0,0.0,0.6126984126984127,0.030769230769230767,0.0,0.7684630738522954,0.0,0.0,0.8156339943512089,0.7395065691481814,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'BLVRB')",0.35813522734177217,0.05841991942430585,0.3720084263419324,0.05883569913432885,0.010698426468277534,0.0035857236999251654,0.0,0.6126984126984127,0.030769230769230767,0.7045123726346434,0.7974051896207585,0.7995469988674971,0.0,0.9063973068848415,0.7434369460734863,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'BLVRB')",0.3505355402531645,0.05718023934406982,0.3411566279762859,0.05355459424513805,0.0,0.0,0.0,0.6126984126984127,0.030769230769230767,0.7045123726346434,0.7974051896207585,0.0,0.0,0.8156339943512089,0.7434369460734863,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'ACLY')",0.3797468354430379,0.06194525931694021,0.3895657562570102,0.057548982666827,0.012080056959142414,0.004048796020384165,0.0,0.6126984126984127,0.030769230769230767,0.7176128093158661,0.8063872255489022,0.7995469988674971,0.0,0.9063973068848415,0.7452373250389798,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'ACLY')",0.4430379746835443,0.0722694692030969,0.4233143344976767,0.057496487433235474,0.0,0.0,0.0,0.6126984126984127,0.030769230769230767,0.7176128093158661,0.8063872255489022,0.0,0.0,0.8156339943512089,0.7452373250389798,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'CRKL')",0.5205365579746835,0.1474621794635722,0.4783257124178818,0.10241153422856183,0.0180671227665414,0.0060554428261279745,0.0,0.6126984126984127,0.04615384615384616,0.7001455604075691,0.7944111776447106,0.8006795016987542,0.0,0.9063973068848415,0.7469255650823007,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'CRKL')",0.0,0.0,0.26366965601666403,0.06831686105773167,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.0,0.7944111776447106,0.0,0.0,0.8156339943512089,0.7469255650823007,0.0004223649353113407,0.0,0,0.0,1
"('CLOZAPINE', 'STAT6')",0.0,0.0,0.07811507027719918,0.017225827629836002,0.016224948431737062,0.005438012981761162,0.0,0.6126984126984127,0.04615384615384616,0.0,0.7984031936127745,0.8006795016987542,0.0,0.9063973068848415,0.7483787295933746,0.009557153080529214,0.0,0,0.0,1
"('ORLISTAT', 'STAT6')",0.09316455696202533,0.025438853159490116,0.06841008915237942,0.01865822756196892,0.0,0.0,0.0,0.6126984126984127,0.04615384615384616,0.7059679767103348,0.7984031936127745,0.0,0.0,0.8156339943512089,0.7483787295933746,0.0004223649353113407,0.0,0,0.0,1
"('LEVETIRACETAM', 'ATP7B')",0.2133947058227848,0.034809481357843716,0.21044358686107995,0.031011615029089345,0.0,0.0,0.0,0.6857142857142857,0.07692307692307693,0.4687045123726346,0.8033932135728543,0.0,0.0,0.895989348724481,0.6778267248514895,1.518502505524106e-05,0.0,0,0.0,1
"('MIFEPRISTONE', 'ATP7B')",0.15967712303797468,0.02604693408973515,0.14650850773914434,0.030181589852889726,0.0,0.0,0.00048,0.6857142857142857,0.07692307692307693,0.7132459970887919,0.8033932135728543,0.0,0.3399715504978663,0.8745938919446654,0.6778267248514895,0.0002654865307671285,0.0,0,0.0,1
"('LEVETIRACETAM', 'SRPK1')",0.0,0.0,0.01647795930139401,0.0027967090168805817,0.0,0.0,0.0,0.6857142857142857,0.04615384615384616,0.0,0.7764471057884231,0.0,0.0,0.895989348724481,0.7436764940071362,1.518502505524106e-05,0.06275013601521799,0,0.0,1
"('MIFEPRISTONE', 'SRPK1')",0.0,0.0,0.015509697035731457,0.0021629635427090747,0.044570503124524916,0.01075838897851092,0.0,0.6857142857142857,0.04615384615384616,0.0,0.7764471057884231,0.7995469988674971,0.0,0.8745938919446654,0.7436764940071362,0.0002654865307671285,0.06275013601521799,0,0.0,1
"('LEVETIRACETAM', 'RIPK1')",0.20110536607594934,0.03280481333588756,0.1912595412273674,0.035055361910501896,0.0,0.0,0.0,0.6857142857142857,0.061538461538461535,0.6914119359534207,0.8203592814371258,0.0,0.0,0.895989348724481,0.7477725582339146,1.518502505524106e-05,0.0035397131119695273,0,0.0,1
"('MIFEPRISTONE', 'RIPK1')",0.18074026531645568,0.03504701268472386,0.15474337881749722,0.02712172792141429,0.03330025904897686,0.008037987341833263,0.0,0.6857142857142857,0.061538461538461535,0.7379912663755459,0.8203592814371258,0.8006795016987542,0.0,0.8745938919446654,0.7477725582339146,0.0002654865307671285,0.0035397131119695273,0,0.0,1
"('LEVETIRACETAM', 'TBK1')",0.0,0.0,0.10156813126101588,0.01968382483220873,0.0,0.0,0.0,0.6857142857142857,0.07692307692307693,0.0,0.8213572854291418,0.0,0.0,0.895989348724481,0.7514243839942791,1.518502505524106e-05,0.16415022851638708,0,0.0,1
"('MIFEPRISTONE', 'TBK1')",0.013644236962025316,0.0022256822648920216,0.1071579072584522,0.01632387945931459,0.033963214215437285,0.008198010878838617,0.0,0.6857142857142857,0.07692307692307693,0.7394468704512372,0.8213572854291418,0.8018120045300113,0.0,0.8745938919446654,0.7514243839942791,0.0002654865307671285,0.16415022851638708,0,0.0,1
"('LEVETIRACETAM', 'IDE')",0.5063291139240506,0.14308482432143496,0.3724608717833681,0.10983973846461144,0.0,0.0,0.0,0.6857142857142857,0.061538461538461535,0.7161572052401747,0.8053892215568862,0.0,0.0,0.895989348724481,0.7468047245484919,1.518502505524106e-05,0.0,0,0.0,1
"('MIFEPRISTONE', 'IDE')",0.5743434724050632,0.09368835238249196,0.4013953312610159,0.10327126700983708,0.01606341327051759,0.00387737261578522,0.0,0.6857142857142857,0.061538461538461535,0.7161572052401747,0.8053892215568862,0.8006795016987542,0.0,0.8745938919446654,0.7468047245484919,0.0002654865307671285,0.0,0,0.0,1
"('LEVETIRACETAM', 'TRPM4')",0.37864612050632906,0.061765707926843924,0.3484586987982695,0.09900257420996504,0.18796748713377856,0.04537142729236336,0.0,0.6857142857142857,0.061538461538461535,0.7161572052401747,0.8053892215568862,0.8120045300113249,0.0,0.895989348724481,0.7468047245484919,1.518502505524106e-05,0.0,0,0.0,1
"('MIFEPRISTONE', 'TRPM4')",0.0,0.0,0.2809172622336164,0.07693639430502497,0.0,0.0,0.0,0.6857142857142857,0.061538461538461535,0.0,0.8053892215568862,0.0,0.0,0.8745938919446654,0.7468047245484919,0.0002654865307671285,0.0,0,0.0,1
"('LEVETIRACETAM', 'C1QBP')",0.3574087858227848,0.05830142045585556,0.3025996777439513,0.049018613890732726,0.0,0.0,0.0,0.6857142857142857,0.04615384615384616,0.6681222707423581,0.7724550898203593,0.0,0.0,0.895989348724481,0.7408120679814557,1.518502505524106e-05,0.0,0,0.0,1
"('MIFEPRISTONE', 'C1QBP')",0.0,0.0,0.3335725305560007,0.043503680967121684,0.04059277004385543,0.009798247253949916,0.0,0.6857142857142857,0.04615384615384616,0.0,0.7724550898203593,0.7995469988674971,0.0,0.8745938919446654,0.7408120679814557,0.0002654865307671285,0.0,0,0.0,1
"('AMPICILLIN', 'GGH')",0.4716490379746836,0.17952662124304275,0.4667200112802436,0.14437511269721787,0.16995117642951713,0.04102266600571992,0.0,0.692063492063492,0.12307692307692307,0.7510917030567685,0.8293413173652695,0.4020385050962628,0.0,0.9006356623781617,0.8108203042178389,0.00010659686462619552,0.0,0,0.0,1
"('TALAZOPARIB', 'GGH')",0.4515908313924051,0.17994499902890732,0.3870966216952412,0.15085500688383818,0.0,0.0,0.000588,0.692063492063492,0.12307692307692307,0.7510917030567685,0.8293413173652695,0.0,0.42105263157894735,0.8714794411014672,0.8108203042178389,5.8226023225063394e-05,0.0,0,0.0,1
"('AMPICILLIN', 'ATP7B')",0.14824191291139238,0.024181593840596736,0.1617871792340971,0.032084427318732386,0.0,0.0,0.0,0.692063492063492,0.07692307692307693,0.7161572052401747,0.8053892215568862,0.0,0.0,0.9006356623781617,0.6778267248514895,0.00010659686462619552,0.0,0,0.0,1
"('TALAZOPARIB', 'ATP7B')",0.0,0.0,0.12321025886877104,0.021936400038811185,0.0,0.0,0.001708,0.692063492063492,0.07692307692307693,0.0,0.8053892215568862,0.0,0.5533428165007113,0.8714794411014672,0.6778267248514895,5.8226023225063394e-05,0.0,0,0.0,1
"('AMPICILLIN', 'SRPK1')",0.025171790379746838,0.004106085784035373,0.02622013959301394,0.003322679063308562,0.0,0.0,0.0,0.692063492063492,0.04615384615384616,0.6768558951965066,0.7784431137724551,0.0,0.0,0.9006356623781617,0.7436764940071362,0.00010659686462619552,0.06275013601521799,0,0.0,1
"('TALAZOPARIB', 'SRPK1')",0.03322784810126582,0.005420210190232268,0.024564067553276718,0.0035614122346018687,0.0,0.0,4.2e-05,0.692063492063492,0.04615384615384616,0.6768558951965066,0.7784431137724551,0.0,0.7539118065433855,0.8714794411014672,0.7436764940071362,5.8226023225063394e-05,0.06275013601521799,0,0.0,1
"('AMPICILLIN', 'RIPK1')",0.1605612324050633,0.033089085912450536,0.14844935875660953,0.03270906550174937,0.0,0.0,0.0,0.692063492063492,0.061538461538461535,0.7409024745269287,0.8223552894211577,0.0,0.0,0.9006356623781617,0.7477725582339146,0.00010659686462619552,0.0035397131119695273,0,0.0,1
"('TALAZOPARIB', 'RIPK1')",0.2897083098734177,0.0561072713013283,0.2315761602307323,0.040718060534017685,0.0,0.0,0.0006580000000000001,0.692063492063492,0.061538461538461535,0.7409024745269287,0.8223552894211577,0.0,0.7709815078236131,0.8714794411014672,0.7477725582339146,5.8226023225063394e-05,0.0035397131119695273,0,0.0,1
"('AMPICILLIN', 'TBK1')",0.16950340759493668,0.03040899585587752,0.17488768184585807,0.022806680154846062,0.0,0.0,0.0,0.692063492063492,0.07692307692307693,0.74235807860262,0.8233532934131736,0.0,0.0,0.9006356623781617,0.7514243839942791,0.00010659686462619552,0.16415022851638708,0,0.0,1
"('TALAZOPARIB', 'TBK1')",0.1547704516455696,0.028786274539063787,0.12481974042621374,0.02300317635374044,0.0,0.0,0.0,0.692063492063492,0.07692307692307693,0.74235807860262,0.8233532934131736,0.0,0.0,0.8714794411014672,0.7514243839942791,5.8226023225063394e-05,0.16415022851638708,0,0.0,1
"('AMPICILLIN', 'IDE')",0.4534290572151898,0.14134354275166106,0.4290345449767665,0.10543833505128286,0.0,0.0,0.0,0.692063492063492,0.061538461538461535,0.7190684133915575,0.8073852295409182,0.0,0.0,0.9006356623781617,0.7468047245484919,0.00010659686462619552,0.0,0,0.0,1
"('TALAZOPARIB', 'IDE')",0.0,0.0,0.30334613658067616,0.09025846290128077,0.0,0.0,0.0,0.692063492063492,0.061538461538461535,0.0,0.8073852295409182,0.0,0.0,0.8714794411014672,0.7468047245484919,5.8226023225063394e-05,0.0,0,0.0,1
"('AMPICILLIN', 'TRPM4')",0.42947806481012657,0.07005754258508247,0.4243151648774235,0.10354146809206924,0.100908861481051,0.02435729253849197,0.0,0.692063492063492,0.061538461538461535,0.7190684133915575,0.8073852295409182,0.8142695356738392,0.0,0.9006356623781617,0.7468047245484919,0.00010659686462619552,0.0,0,0.0,1
"('TALAZOPARIB', 'TRPM4')",0.42947806481012657,0.13669399237627936,0.35727695228328793,0.1088203512228401,0.016042224662406866,0.003872258128131097,0.0,0.692063492063492,0.061538461538461535,0.7190684133915575,0.8073852295409182,0.8674971687429218,0.0,0.8714794411014672,0.7468047245484919,5.8226023225063394e-05,0.0,0,0.0,1
"('AMPICILLIN', 'C1QBP')",0.4421465498734177,0.07212405774506482,0.4385686457939433,0.05346145059329668,0.0,0.0,0.0,0.692063492063492,0.04615384615384616,0.6710334788937409,0.7744510978043913,0.0,0.0,0.9006356623781617,0.7408120679814557,0.00010659686462619552,0.0,0,0.0,1
"('TALAZOPARIB', 'C1QBP')",0.0,0.0,0.28797632994712385,0.04388006440108287,0.0,0.0,0.0,0.692063492063492,0.04615384615384616,0.0,0.7744510978043913,0.0,0.0,0.8714794411014672,0.7408120679814557,5.8226023225063394e-05,0.0,0,0.0,1
"('AMPICILLIN', 'TPM3')",0.4349827382278481,0.10680403353559544,0.44405075391764137,0.10950364459244476,0.0,0.0,0.0,0.692063492063492,0.12307692307692307,0.7685589519650655,0.8413173652694611,0.0,0.0,0.9006356623781617,0.7568453838189987,0.00010659686462619552,0.006907282186143996,0,0.0,1
"('TALAZOPARIB', 'TPM3')",0.3625969782278481,0.12795023269235314,0.35873956301874704,0.11113814712097383,0.0,0.0,0.0,0.692063492063492,0.12307692307692307,0.7685589519650655,0.8413173652694611,0.0,0.0,0.8714794411014672,0.7568453838189987,5.8226023225063394e-05,0.006907282186143996,0,0.0,1
"('EVOLOCUMAB', 'PRKDC')",0.0,0.0,0.14228305258772633,0.02221722508391239,0.0,0.0,0.0,0.6761904761904762,0.030769230769230767,0.0,0.7634730538922155,0.0,0.0,0.8893293677449401,0.6664741557652732,8.356791934374384e-05,0.0,0,0.0,1
"('STREPTOZOCIN', 'PRKDC')",0.16634599189873414,0.02713477675851857,0.1693009525396571,0.022217337064787613,0.17559980848204745,0.0423861278595792,0.0,0.6761904761904762,0.030769230769230767,0.6550218340611353,0.7634730538922155,0.4722536806342016,0.0,0.8364144783869639,0.6664741557652732,0.010583037283168529,0.0,0,0.0,1
"('EVOLOCUMAB', 'ATP7B')",0.15165762531645569,0.024738773442730573,0.1512484886396411,0.03117194297347605,0.0,0.0,0.0,0.6761904761904762,0.07692307692307693,0.7088791848617176,0.8003992015968064,0.0,0.0,0.8893293677449401,0.6778267248514895,8.356791934374384e-05,0.0,0,0.0,1
"('STREPTOZOCIN', 'ATP7B')",0.21205365569620252,0.060051603972361686,0.16220068322384235,0.03319909055354135,0.1631082698984436,0.039370931225001835,0.0,0.6761904761904762,0.07692307692307693,0.7088791848617176,0.8003992015968064,0.4756511891279728,0.0,0.8364144783869639,0.6778267248514895,0.010583037283168529,0.0,0,0.0,1
"('EVOLOCUMAB', 'PCCB')",0.0,0.0,0.2767782301554238,0.04480178326329765,0.0,0.0,0.0,0.6761904761904762,0.030769230769230767,0.0,0.7594810379241517,0.0,0.0,0.8893293677449401,0.666570396933314,8.356791934374384e-05,0.0,0,0.0,1
"('EVOLOCUMAB', 'PCCA')",0.0,0.0,0.2767782301554238,0.04480178326329765,0.0,0.0,0.0,0.6761904761904762,0.030769230769230767,0.0,0.7594810379241517,0.0,0.0,0.8893293677449401,0.666570396933314,8.356791934374384e-05,0.0,0,0.0,1
"('STREPTOZOCIN', 'PCCB')",0.4161609154430379,0.06788521567169475,0.3113938868771031,0.048064984452840194,0.15373961570050232,0.03710953368625269,0.0,0.6761904761904762,0.030769230769230767,0.6491994177583698,0.7594810379241517,0.4722536806342016,0.0,0.8364144783869639,0.666570396933314,0.010583037283168529,0.0,0,0.0,1
"('STREPTOZOCIN', 'PCCA')",0.4161609154430379,0.06788521567169475,0.3113938868771031,0.048064984452840194,0.2349346180553577,0.056708312187902274,0.0,0.6761904761904762,0.030769230769230767,0.6491994177583698,0.7594810379241517,0.4722536806342016,0.0,0.8364144783869639,0.666570396933314,0.010583037283168529,0.0,0,0.0,1
"('EVOLOCUMAB', 'INT2')",0.34099715848101264,0.05562431450890803,0.3221820195481493,0.058071278262186984,0.0,0.0,0.0,0.6761904761904762,0.04615384615384616,0.7278020378457059,0.8133732534930139,0.0,0.0,0.8893293677449401,0.7584620445949191,8.356791934374384e-05,0.0,0,0.0,1
"('STREPTOZOCIN', 'INT2')",0.3885781569620253,0.0633858467044999,0.3106011113603589,0.0589368503398693,0.0,0.0,0.0,0.6761904761904762,0.04615384615384616,0.7278020378457059,0.8133732534930139,0.0,0.0,0.8364144783869639,0.7584620445949191,0.010583037283168529,0.0,0,0.0,1
"('EVOLOCUMAB', 'SRPK1')",0.024889430886075942,0.00406002659295446,0.021001635378945685,0.003128807094736517,0.0,0.0,0.0,0.6761904761904762,0.04615384615384616,0.6695778748180495,0.7734530938123753,0.0,0.0,0.8893293677449401,0.7436764940071362,8.356791934374384e-05,0.06275013601521799,0,0.0,1
"('STREPTOZOCIN', 'SRPK1')",0.02545330126582278,0.0041520065481101326,0.019167459573786245,0.003040864341737488,0.0,0.0,0.0,0.6761904761904762,0.04615384615384616,0.6695778748180495,0.7734530938123753,0.0,0.0,0.8364144783869639,0.7436764940071362,0.010583037283168529,0.06275013601521799,0,0.0,1
"('EVOLOCUMAB', 'RIPK1')",0.05219887797468355,0.00851481231811374,0.14880948565934948,0.02977151625323035,0.0,0.0,0.0,0.6761904761904762,0.061538461538461535,0.7336244541484717,0.8173652694610778,0.0,0.0,0.8893293677449401,0.7477725582339146,8.356791934374384e-05,0.0035397131119695273,0,0.0,1
"('STREPTOZOCIN', 'RIPK1')",0.04896369417721518,0.007987080996697102,0.13418595532767189,0.028890266883467238,0.0,0.0,0.0,0.6761904761904762,0.061538461538461535,0.7336244541484717,0.8173652694610778,0.0,0.0,0.8364144783869639,0.7477725582339146,0.010583037283168529,0.0035397131119695273,0,0.0,1
"('EVOLOCUMAB', 'TBK1')",0.14402250329113922,0.02689923808674013,0.11708729139560968,0.021232980150859882,0.0,0.0,0.0,0.6761904761904762,0.07692307692307693,0.7350800582241629,0.8183632734530938,0.0,0.0,0.8893293677449401,0.7514243839942791,8.356791934374384e-05,0.16415022851638708,0,0.0,1
"('STREPTOZOCIN', 'TBK1')",0.14204959189873415,0.026366319386714618,0.11127578580355713,0.02144564603795817,0.0,0.0,0.0,0.6761904761904762,0.07692307692307693,0.7350800582241629,0.8183632734530938,0.0,0.0,0.8364144783869639,0.7514243839942791,0.010583037283168529,0.16415022851638708,0,0.0,1
"('EVOLOCUMAB', 'IDE')",0.40961456405063296,0.06681735836062792,0.3241190578432944,0.09850385522489316,0.0,0.0,0.0,0.6761904761904762,0.061538461538461535,0.7117903930131004,0.8023952095808383,0.0,0.0,0.8893293677449401,0.7468047245484919,8.356791934374384e-05,0.0,0,0.0,1
"('STREPTOZOCIN', 'IDE')",0.5130801691139241,0.1515801438705342,0.3743017429258131,0.10592826712316934,0.0,0.0,0.0,0.6761904761904762,0.061538461538461535,0.7117903930131004,0.8023952095808383,0.0,0.0,0.8364144783869639,0.7468047245484919,0.010583037283168529,0.0,0,0.0,1
"('EVOLOCUMAB', 'TRPM4')",0.556842889113924,0.1448786075544461,0.3336868578753405,0.10065154242947777,0.3007497690212706,0.07259471564160475,0.0,0.6761904761904762,0.061538461538461535,0.7117903930131004,0.8023952095808383,0.8108720271800679,0.0,0.8893293677449401,0.7468047245484919,8.356791934374384e-05,0.0,0,0.0,1
"('STREPTOZOCIN', 'TRPM4')",0.4825179605063291,0.13676110122722554,0.4520870783528281,0.10065633778398528,0.0,0.0,0.0,0.6761904761904762,0.061538461538461535,0.7117903930131004,0.8023952095808383,0.0,0.0,0.8364144783869639,0.7468047245484919,0.010583037283168529,0.0,0,0.0,1
"('EVOLOCUMAB', 'NSD2')",0.03890089518987341,0.006345611905854261,0.035767491619932715,0.00511582046420492,0.0,0.0,0.0,0.6761904761904762,0.04615384615384616,0.7365356622998545,0.8193612774451098,0.0,0.0,0.8893293677449401,0.7433172288512674,8.356791934374384e-05,0.003324534844470521,0,0.0,1
